period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:37.9,Foul: Personal,Caleb Swanigan,Anfernee Simons,CNC,Swanigan (SAC) cleanly deflects the ball away from Simons (POR).,28.5714283% Complete    01:52.3       To       01:37.8,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,01:33.7,Foul: Shooting,Gary Trent Jr.,Yogi Ferrell,CNC,Trent Jr. (POR) maintains a legal guarding position during the driving shot attempt by Ferrell (SAC).,8.163265% Complete    01:37.8       To       01:33.0,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,01:16.2,Foul: Shooting,BJ Johnson,Gary Trent Jr.,CNC,Johnson (SAC) maintains a legal guarding position and makes incidental contact with Trent Jr. (POR) that does not affect his drive to the basket and shot attempt.,38.77551% Complete    01:33.0       To       01:14.0,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,01:16.2,Foul: Offensive,Gary Trent Jr.,BJ Johnson,CNC,Trent Jr. (POR) releases from the contact with Johnson (SAC) and does not dislodge him from his defensive position.,38.77551% Complete    01:33.0       To       01:14.0,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,01:16.1,Foul: Loose Ball,Skal Labissiere,BJ Johnson,CNC,Labissiere (POR) makes marginal contact with Johnson (SAC) and does not affect his ability to get to the rebound.,38.77551% Complete    01:33.0       To       01:14.0,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,01:05.8,Foul: Shooting,Skal Labissiere,Frank Mason,CC,Labissiere (POR) makes contact with Mason (SAC) during that affects his driving shot attempt.,18.3673477% Complete    01:14.0       To       01:05.0,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,00:56.4,Turnover: Traveling,Anfernee Simons,Kings,,[Observable in enhanced video] Simons (POR) slides his pivot foot before releasing his dribble.,32.65306% Complete    01:05.0       To       00:48.6,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,00:49.6,Foul: Shooting,Yogi Ferrell,Anfernee Simons,CNC,Ferrell (SAC) makes marginal contact with Simons (POR) that does not affect his driving shot attempt.,32.65306% Complete    01:05.0       To       00:48.6,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,00:40.5,Foul: Offensive,Caleb Swanigan,Anfernee Simons,CNC,Swanigan (SAC) firms up in Simons's (POR) path while setting the screen and does not deliver contact.,22.44898% Complete    00:48.6       To       00:37.1,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,00:21.8,Foul: Shooting,BJ Johnson,Anfernee Simons,CC,Johnson (SAC) makes contact with Simons's (POR) arm and affects his driving shot attempt.,30.6122456% Complete    00:37.1       To       00:21.7,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,00:20.9,Foul: Personal,Gary Trent Jr.,Caleb Swanigan,CNC,Trent Jr. (POR) makes marginal contact with Swanigan's (SAC) arm and does not affect his ability to maintain control of the ball and pass.,16.32653% Complete    00:21.7       To       00:13.4,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
Q4,00:16.4,Foul: Offensive,Caleb Swanigan,Anfernee Simons,CNC,Swanigan (SAC) sets the screen on Simons (POR) and does not deliver contact.,16.32653% Complete    00:21.7       To       00:13.4,gameId=0021801230,Kings(131) @ Trail Blazers(136),"April 10, 2019",2021-03-29T00:01:54Z
