szn,szn_type,official,ref_points,games,ref_rating
2022,regular season,Zach Zarba,300,60,5
2023,pre-season,Aaron Smith,9,3,3
2023,pre-season,Andy Nagy,5,3,1.6666666666666667
2023,pre-season,Ashley Moyer-Gleich,9,3,3
2023,pre-season,Ben Taylor,11,3,3.6666666666666665
2023,pre-season,Bill Kennedy,15,3,5
2023,pre-season,Brandon Adair,9,3,3
2023,pre-season,Brandon Schwab,3,3,1
2023,pre-season,Brent Barnaky,9,3,3
2023,pre-season,Brent Haskill,3,3,1
2023,pre-season,Brett Nansel,9,3,3
2023,pre-season,Brian Forte,15,3,5
2023,pre-season,Cheryl Flores,2,2,1
2023,pre-season,CJ Washington,2,2,1
2023,pre-season,Courtney Kirkland,15,3,5
2023,pre-season,Curtis Blair,15,3,5
2023,pre-season,Danielle Scott,2,2,1
2023,pre-season,Dannica Mosher,2,2,1
2023,pre-season,David Guthrie,10,2,5
2023,pre-season,Dedric Taylor,9,3,3
2023,pre-season,Derek Richardson,6,2,3
2023,pre-season,Derrick Collins,12,4,3
2023,pre-season,Ed Malloy,15,3,5
2023,pre-season,Eric Dalen,9,3,3
2023,pre-season,Eric Lewis,10,2,5
2023,pre-season,Evan Scott,2,2,1
2023,pre-season,Gediminas Petraitis,16,4,4
2023,pre-season,Intae hwang,3,3,1
2023,pre-season,Jacyn Goble,13,3,4.333333333333333
2023,pre-season,James Capers,10,2,5
2023,pre-season,James Williams,15,3,5
2023,pre-season,Jason Goldenberg,2,2,1
2023,pre-season,JB DeRosa,5,3,1.6666666666666667
2023,pre-season,JD Ralls,3,3,1
2023,pre-season,Jenna Reneau,3,3,1
2023,pre-season,Jenna Schroeder,2,2,1
2023,pre-season,John Butler,2,2,1
2023,pre-season,John Conley,2,2,1
2023,pre-season,John Goble,15,3,5
2023,pre-season,Jonathan Sterling,4,2,2
2023,pre-season,Josh Tiven,15,3,5
2023,pre-season,JT Orr,2,2,1
2023,pre-season,Justin Van Duyne,12,4,3
2023,pre-season,Karl Lane,13,3,4.333333333333333
2023,pre-season,Kevin Cutler,13,3,4.333333333333333
2023,pre-season,Kevin Scott,15,3,5
2023,pre-season,Lauren Holtkamp,9,3,3
2023,pre-season,Leon Wood,9,3,3
2023,pre-season,Marat Kogut,6,2,3
2023,pre-season,Marc Davis,15,3,5
2023,pre-season,Matt Boland,9,3,3
2023,pre-season,Matt Kallio,2,2,1
2023,pre-season,Matt Myers,2,2,1
2023,pre-season,Michael Smith,9,3,3
2023,pre-season,Mitchell Ervin,13,3,4.333333333333333
2023,pre-season,Mousa Dagher,2,2,1
2023,pre-season,Natalie Sago,9,3,3
2023,pre-season,Nate Green,2,2,1
2023,pre-season,Nick Buchert,6,2,3
2023,pre-season,Pat Fraher,15,3,5
2023,pre-season,Pat OConnell,3,3,1
2023,pre-season,Phenizee Ransom,2,2,1
2023,pre-season,Ray Acosta,5,3,1.6666666666666667
2023,pre-season,Robert Hussey,2,2,1
2023,pre-season,Rodney Mott,13,3,4.333333333333333
2023,pre-season,Scott Foster,15,3,5
2023,pre-season,Scott Twardoski,12,4,3
2023,pre-season,Scott Wall,2,2,1
2023,pre-season,Sean Corbin,11,3,3.6666666666666665
2023,pre-season,Sean Wright,15,3,5
2023,pre-season,Sharae Mitchell,3,3,1
2023,pre-season,Suyash Mehta,2,2,1
2023,pre-season,Tony Brothers,15,3,5
2023,pre-season,Tre Maddox,15,3,5
2023,pre-season,Tyler Ford,13,3,4.333333333333333
2023,pre-season,Tyler Mirkovich,3,3,1
2023,pre-season,Tyler Ricks,3,3,1
2023,pre-season,Zach Zarba,15,3,5
2023,regular season,Aaron Smith,10,4,2.5
2023,regular season,Andy Nagy,4,4,1
2023,regular season,Ashley Moyer-Gleich,11,5,2.2
2023,regular season,Ben Taylor,24,6,4
2023,regular season,Bill Kennedy,35,7,5
2023,regular season,Brandon Adair,4,4,1
2023,regular season,Brandon Schwab,2,2,1
2023,regular season,Brent Barnaky,18,6,3
2023,regular season,Brent Haskill,2,2,1
2023,regular season,Brett Nansel,9,5,1.8
2023,regular season,Brian Forte,21,7,3
2023,regular season,Cheryl Flores,3,3,1
2023,regular season,CJ Washington,3,3,1
2023,regular season,Courtney Kirkland,35,7,5
2023,regular season,Curtis Blair,31,7,4.428571428571429
2023,regular season,Danielle Scott,1,1,1
2023,regular season,Dannica Mosher,1,1,1
2023,regular season,David Guthrie,15,3,5
2023,regular season,Dedric Taylor,11,5,2.2
2023,regular season,Derek Richardson,4,4,1
2023,regular season,Derrick Collins,1,1,1
2023,regular season,Ed Malloy,30,6,5
2023,regular season,Eric Dalen,15,5,3
2023,regular season,Eric Lewis,35,7,5
2023,regular season,Evan Scott,2,2,1
2023,regular season,Gediminas Petraitis,23,7,3.2857142857142856
2023,regular season,Intae Hwang,2,2,1
2023,regular season,Jacyn Goble,20,6,3.3333333333333335
2023,regular season,James Capers,30,6,5
2023,regular season,James Williams,30,6,5
2023,regular season,Jason Goldenberg,3,3,1
2023,regular season,JB DeRosa,18,6,3
2023,regular season,JD Ralls,3,3,1
2023,regular season,Jenna Reneau,3,3,1
2023,regular season,Jenna Schroeder,2,2,1
2023,regular season,John Butler,5,5,1
2023,regular season,John Conley,3,3,1
2023,regular season,John Goble,25,5,5
2023,regular season,Jonathan Sterling,3,3,1
2023,regular season,Josh Tiven,30,6,5
2023,regular season,JT Orr,5,5,1
2023,regular season,Justin Van Duyne,13,5,2.6
2023,regular season,Karl Lane,18,6,3
2023,regular season,Kevin Cutler,18,6,3
2023,regular season,Kevin Scott,30,6,5
2023,regular season,Lauren Holtkamp,12,6,2
2023,regular season,Leon Wood,7,5,1.4
2023,regular season,Marat Kogut,8,4,2
2023,regular season,Marc Davis,30,6,5
2023,regular season,Matt Boland,10,4,2.5
2023,regular season,Matt Kallio,1,1,1
2023,regular season,Matt Myers,4,4,1
2023,regular season,Michael Smith,18,6,3
2023,regular season,Mitchell Ervin,21,7,3
2023,regular season,Mousa Dagher,4,4,1
2023,regular season,Natalie Sago,10,4,2.5
2023,regular season,Nate Green,5,5,1
2023,regular season,Nick Buchert,18,6,3
2023,regular season,Pat Fraher,30,6,5
2023,regular season,Pat OConnell,2,2,1
2023,regular season,Phenizee Ransom,4,4,1
2023,regular season,Ray Acosta,13,7,1.8571428571428572
2023,regular season,Robert Hussey,3,3,1
2023,regular season,Rodney Mott,31,7,4.428571428571429
2023,regular season,Scott Foster,30,6,5
2023,regular season,Scott Twardoski,17,7,2.4285714285714284
2023,regular season,Scott Wall,4,4,1
2023,regular season,Sean Corbin,15,5,3
2023,regular season,Sean Wright,30,6,5
2023,regular season,Sharae Mitchell,2,2,1
2023,regular season,Suyash Mehta,3,3,1
2023,regular season,Tony Brothers,35,7,5
2023,regular season,Tre Maddox,20,6,3.3333333333333335
2023,regular season,Tyler Ford,28,6,4.666666666666667
2023,regular season,Tyler Mirkovich,2,2,1
2023,regular season,Tyler Ricks,3,3,1
2023,regular season,Zach Zarba,40,8,5
