period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:51.9,Foul: Offensive,Tobias Harris,Reggie Bullock,CNC,Harris (PHI) makes marginal contact with Bullock (NYK) at the end of the drive as he turns to face the basket prior to his shot attempt.,38.77551% Complete    02:08.8       To       01:49.0,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,01:48.7,Foul: Personal,Ben Simmons,Alec Burks,CNC,Simmons (PHI) makes marginal contact with Burks (NYK) while defending the dribble handoff.,4.08163261% Complete    01:49.0       To       01:46.2,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,01:46.2,Foul: Personal,Tobias Harris,Alec Burks,CNC,Harris (PHI) makes clean contact with the ball.,4.08163261% Complete    01:49.0       To       01:46.2,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,01:26.1,Foul: Offensive,Tobias Harris,Reggie Bullock,CNC,Harris' (PHI) off-hand makes marginal contact with Bullock's (NYK) backside as he changes direction during the drive.,48.97959% Complete    01:46.2       To       01:22.1,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,01:24.0,Foul: Shooting,Reggie Bullock,Tobias Harris,CNC,"Bullock (NYK) places a forearm on Harris' (PHI) front during Harris' drive to the basket and shot attempt, he does not extend or deliver any contact.",48.97959% Complete    01:46.2       To       01:22.1,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,01:22.7,Foul: Shooting,Alec Burks,Ben Simmons,CNC,Burks (NYK) legally contest Simmons (PHI) shot at the basket.,48.97959% Complete    01:46.2       To       01:22.1,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,01:14.1,Foul: Personal,Seth Curry,Julius Randle,CNC,Curry (PHI) makes marginal contact with Randle's (NYK) arm prior to the pass.,20.4081631% Complete    01:22.1       To       01:11.6,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,01:12.0,Foul: Shooting,Matisse Thybulle,RJ Barrett,CNC,Thybulle (PHI) does not make any contact with Barrett (NYK) during Barrett's play at the basket.,20.4081631% Complete    01:22.1       To       01:11.6,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,00:52.2,Foul: Personal,Alec Burks,Seth Curry,CNC,Burks (NYK) makes marginal contact with Curry's (PHI) arm on the rip-through.,55.10204% Complete    01:11.6       To       00:43.8,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,00:49.9,Foul: Shooting,Alec Burks,Seth Curry,CNC,Burks (NYK) legally defends Curry's (PHI) driving shot attempt.,55.10204% Complete    01:11.6       To       00:43.8,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,00:47.3,Foul: Loose Ball,RJ Barrett,Tobias Harris,CNC,Barrett (NYK) release his arm and makes marginal contact with Harris's (PHI) body during the rebound.,55.10204% Complete    01:11.6       To       00:43.8,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,00:45.7,Foul: Shooting,RJ Barrett,Ben Simmons,INC,Barrett (NYK) makes contact with Simmons' (PHI) arm during his play at the basket.,55.10204% Complete    01:11.6       To       00:43.8,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
Q4,00:25.5,Foul: Offensive,Julius Randle,Tobias Harris,CNC,Randle (NYK) initiates marginal contact with Harris' (PHI) at the end of the drive.,48.97959% Complete    00:43.8       To       00:19.1,gameId=0022000611,Knicks(96) @ 76ers(99),"March 16, 2021",2021-03-18T15:49:49Z
