period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:58.0,Turnover: Lost Ball Out of Bounds,Jeff Green,Shai Gilgeous-Alexander,CC,The ball goes out of bounds off Green (HOU).,57.1428566% Complete    02:26.4       To       01:58.0,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,01:53,Foul: Personal,James Harden,Chris Paul,CNC,Harden (HOU) makes marginal contact with Paul (OKC) during the drive.,10.2040815% Complete    01:58.0       To       01:52.3,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,01:53.0,Foul: Shooting,James Harden,Chris Paul,CNC,Harden (HOU) makes marginal contact with Paul (OKC) during his shot attempt.,10.2040815% Complete    01:58.0       To       01:52.3,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,01:43.0,Foul: Shooting,Shai Gilgeous-Alexander,Jeff Green,CNC,Gilgeous-Alexander (OKC) maintains a legal guarding position on Green (HOU) during the shot attempt and absorbs the contact.,20.4081631% Complete    01:52.3       To       01:42.0,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,01:20.4,Foul: Shooting,Dennis Schroder,James Harden,CNC,Schroder (OKC) moves along Harden's (HOU) path with his hand extended but retreats it backwards as Harden initiates the contact when he lifts his arms into Schroder's arm.,28.5714283% Complete    01:34.3       To       01:19.5,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,01:12.2,Foul: Personal,P.J. Tucker,Luguentz Dort,IC,Tucker (HOU) makes contact with the ball to deflect it away from Dort (OKC) and makes incidental contact after the ball is gone.,44.89796% Complete    01:19.5       To       00:56.8,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:54.5,Foul: Personal,Danuel House Jr.,Danilo Gallinari,CNC,House Jr. (HOU) makes marginal contact with Gallinari (OKC) at the start of the drive.,36.7346954% Complete    00:54.5       To       00:35.9,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:37.1,Foul: Shooting,Jeff Green,Dennis Schroder,CNC,Green (HOU) makes marginal contact to Schroder's (OKC) off arm on his driving shot attempt.,36.7346954% Complete    00:54.5       To       00:35.9,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:29.8,Foul: Personal,Luguentz Dort,James Harden,CNC,Dort (OKC) maintains a legal guarding position on Harden (HOU) during the drive.,18.3673477% Complete    00:35.9       To       00:26.3,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:18.3,Foul: Personal,James Harden,Chris Paul,CC,Harden (HOU) commits a take foul on Paul (OKC).,16.32653% Complete    00:26.3       To       00:18.3,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:18.0,Foul: Shooting,Luguentz Dort,James Harden,CNC,Dort (OKC) maintains a legal guarding position during the jump shot attempt by Harden (HOU).,4.08163261% Complete    00:18.3       To       00:16.3,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:15.8,Foul: Personal,Eric Gordon,Dennis Schroder,CC,Gordon (HOU) commits a take foul on Schroder (OKC).,1% Complete    00:16.3       To       00:15.8,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:15.8,Foul: Offensive,P.J. Tucker,Dennis Schroder,CNC,Tucker (HOU) sets the screen on Schroder (OKC) and absorbs the contact.,16.32653% Complete    00:15.8       To       00:07.8,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:11.8,Foul: Shooting,Chris Paul,Jeff Green,CNC,Paul (OKC) maintains a legal guarding position during the jump shot attempt by Green (HOU).,16.32653% Complete    00:15.8       To       00:07.8,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:04.3,Foul: Personal,P.J. Tucker,Chris Paul,CNC,Tucker (HOU) makes contact with the ball to dislodge it from Paul (OKC).,12.2448978% Complete    00:07.8       To       00:01.2,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:03.2,Foul: Personal,P.J. Tucker,Chris Paul,CNC,Tucker (HOU) makes marginal contact with Paul (OKC).,12.2448978% Complete    00:07.8       To       00:01.2,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
Q4,00:01.3,Foul: Personal,P.J. Tucker,Chris Paul,CC,Tucker (HOU) commits a take foul on Paul (OKC).,12.2448978% Complete    00:07.8       To       00:01.2,gameId=0041900174,Rockets(114) @ Thunder(117),"August 24, 2020",2020-09-02T17:05:49Z
