period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:51.3,Foul: Offensive,Bismack Biyombo,Devin Booker,CNC,"Biyombo (CHA) is not in the path of Booker (PHX) when he sets the screen, but the contact is marginal.",81.63265% Complete    02:28.2       To       01:47.4,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,01:49.1,Foul: Shooting,Frank Kaminsky,Terry Rozier,CNC,Kaminsky (PHX) makes marginal contact to Rozier's (CHA) body during his shooting motion that does not affect his driving shot attempt.,81.63265% Complete    02:28.2       To       01:47.4,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,01:40.1,Foul: Offensive,Dario Saric,Terry Rozier,CNC,Saric (PHX) establishes himself in a screening position in the path of Rozier (CHA) and absorbs the contact.,30.6122456% Complete    01:47.4       To       01:32.0,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,01:11.6,Foul: Personal,Dario Saric,Devonte' Graham,CC,Saric (PHX) makes contact to Graham's (CHA) arm on the drive that affects his ability to gather.,42.8571434% Complete    01:32.0       To       01:11.0,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,01:00.7,Foul: Loose Ball,Bismack Biyombo,Dario Saric,CNC,Saric (PHX) and Biyombo (CHA) briefly engage and disengage during the long rebound.,30.6122456% Complete    01:11.0       To       00:55.2,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,01:00.7,Foul: Shooting,Terry Rozier,Frank Kaminsky,CC,Rozier (CHA) makes contact to Kaminsky's (PHX) body during his shooting motion that affects his shot attempt.,30.6122456% Complete    01:11.0       To       00:55.2,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,00:55.2,Foul: Personal,Kelly Oubre Jr.,Devonte' Graham,CNC,"Oubre Jr. (PHX) briefly grasps Graham's (CHA) arm, but does not affect his FOM.",32.65306% Complete    00:55.2       To       00:38.7,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,00:44.0,Foul: Offensive,Bismack Biyombo,Kelly Oubre Jr.,CNC,Biyombo (CHA) establishes himself in a screening position in the path of Oubre Jr. (PHX) and absorbs the contact.,32.65306% Complete    00:55.2       To       00:38.7,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,00:38.8,Foul: Shooting,Kelly Oubre Jr.,Bismack Biyombo,CNC,Oubre Jr. (PHX) makes contact with the ball and incidental contact with Biyombo's (CHA) hand that is considered part of the ball during his upward shooting motion.,32.65306% Complete    00:55.2       To       00:38.7,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,00:17.1,Foul: Personal,Kelly Oubre Jr.,Devonte' Graham,CNC,Oubre Jr. (PHX) makes clean contact to the ball while defending Graham (CHA).,8.163265% Complete    00:19.8       To       00:15.5,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,00:15.5,Turnover:  Out of Bounds - Bad Pass Turn,Devonte' Graham,Kelly Oubre Jr.,CC,The ball is last touched by Graham (CHA) before going out of bounds.,8.163265% Complete    00:19.8       To       00:15.5,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,00:14.1,Foul: Personal,Miles Bridges,Ricky Rubio,CC,Bridges (CHA) commits a take foul on Rubio (PHX).,2.04081631% Complete    00:15.5       To       00:14.1,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,00:12.4,Foul: Shooting,Kelly Oubre Jr.,Devonte' Graham,CNC,Oubre Jr. (PHX) makes marginal contact to Graham (CHA) after the release that does not affect his ability to land safely.,10.2040815% Complete    00:14.1       To       00:09.1,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,00:07.9,Foul: Personal,Terry Rozier,Devin Booker,CC,Rozier (CHA) commits a take foul on Booker (PHX).,2.04081631% Complete    00:09.1       To       00:07.9,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
Q4,00:04.1,Foul: Shooting,Kelly Oubre Jr.,Devonte' Graham,CNC,Oubre Jr. (PHX) makes marginal contact with Graham (CHA) as he is retreating during Graham's shot attempt.,10.2040815% Complete    00:07.9       To       00:02.0,gameId=0021900293,Suns(109) @ Hornets(104),"December 02, 2019",2019-12-04T13:48:05Z
