game_id,game_date,season,game_code,home_team_id,home_team,home_team_abbr,away_team_id,away_team,away_team_abbr,official1,official1_code,official1_JNum,official2,official2_code,official2_JNum,official3,official3_code,official3_JNum,official4,official4_code,official4_JNum,replaycenter_official1,replaycenter_official2,replaycenter_official3,replaycenter_official4,replaycenter_official5,replaycenter_official6,replaycenter_official7,replaycenter_official_code1,replaycenter_official_code2,replaycenter_official_code3,replaycenter_official_code4,replaycenter_official_code5,replaycenter_official_code6,replaycenter_official_code7
2021700235,12/21/2017,22017,20171221/ACCAUS,1612709890,Spurs,AUS,1612709924,Clippers,ACC,Justin Van Duyne,203593,64,John Van Duyne,1627519,56,Robert Hussey,1628480,12,NA,NA,NA,Sean Corbin,Marc Davis,NA,NA,NA,NA,NA,1151,1830,NA,NA,NA,NA,NA
2021700233,12/21/2017,22017,20171221/LAKWES,1612709919,Knicks,WES,1612709925,Magic,LAK,Kevin Fahy,1627522,42,William Fahy,202032,10,Nick Heater,1627525,59,NA,NA,NA,Sean Corbin,Marc Davis,NA,NA,NA,NA,NA,1151,1830,NA,NA,NA,NA,NA
2021700232,12/21/2017,22017,20171221/LINFWN,1612709910,Mad Ants,FWN,1612709921,Nets,LIN,Vladimir Voyard-Tadal,1626303,48,Kayla Voyard-Tadal,1628158,NA,David Walker,1628489,84,NA,NA,NA,Sean Corbin,Marc Davis,NA,NA,NA,NA,NA,1151,1830,NA,NA,NA,NA,NA
2021700231,12/21/2017,22017,20171221/SBLERI,1612709913,BayHawks,ERI,1612709905,Lakers,SBL,Ray Acosta,1626300,45,Greg Acosta,202014,38,Chris Merlo,1628162,52,NA,NA,NA,Sean Corbin,Marc Davis,NA,NA,NA,NA,NA,1151,1830,NA,NA,NA,NA,NA
2021700236,12/21/2017,22017,20171221/SXFSLC,1612709903,Stars,SLC,1612709904,Skyforce,SXF,Aaron Smith,1626302,70,Mousa Smith,1628159,33,Kristyne Esparza,1627521,8,NA,NA,NA,Sean Corbin,Marc Davis,NA,NA,NA,NA,NA,1151,1830,NA,NA,NA,NA,NA
2021700234,12/21/2017,22017,20171221/TEXRGV,1612709908,Vipers,RGV,1612709918,Legends,TEX,Matt Myers,202901,37,Suyash Myers,1627529,31,Demoya Williams,1628173,58,NA,NA,NA,Sean Corbin,Marc Davis,NA,NA,NA,NA,NA,1151,1830,NA,NA,NA,NA,NA
2021700240,12/22/2017,22017,20171222/AUSMHU,1612709926,Hustle,MHU,1612709890,Spurs,AUS,Randy Richardson,1627538,11,Brandon Richardson,1628171,47,Kelly Broomfield,1627531,NA,NA,NA,NA,Brent Barnaky,Sean Corbin,Marc Davis,NA,NA,NA,NA,201638,1151,1830,NA,NA,NA,NA
2021700238,12/22/2017,22017,20171222/MNEGRD,1612709917,Drive,GRD,1612709915,Red Claws,MNE,JB DeRosa,1155,14,Phenizee DeRosa,1627963,19,Kayla Maxey,1628158,NA,NA,NA,NA,Brent Barnaky,Sean Corbin,Marc Davis,NA,NA,NA,NA,201638,1151,1830,NA,NA,NA,NA
2021700241,12/22/2017,22017,20171222/OKLNAS,1612709900,Suns,"NAS",1612709889,Blue,OKL,Andy Nagy,1627534,65,Mousa Nagy,1628159,33,Sir Allen Conner,202900,20,NA,NA,NA,Brent Barnaky,Sean Corbin,Marc Davis,NA,NA,NA,NA,201638,1151,1830,NA,NA,NA,NA
2021700237,12/22/2017,22017,20171222/SBLCTN,1612709893,Charge,CTN,1612709905,Lakers,SBL,Tyler Ricks,1627539,36,Nate Ricks,1627524,16,Ryan Sassano,1628169,71,NA,NA,NA,Brent Barnaky,Sean Corbin,Marc Davis,NA,NA,NA,NA,201638,1151,1830,NA,NA,NA,NA
