game_id,game_date,season,game_code,home_team_id,home_team,home_team_abbr,away_team_id,away_team,away_team_abbr,official1,official1_code,official2,official2_code,official3,official3_code,official4,official4_code,official1_JNum,official2_JNum,official3_JNum,official4_JNum
0021500273,12/02/2015,22015,20151202/DENCHI,1610612741,Chicago,CHI,1610612743,Denver,DEN,Jason Phillips,2001,Brent Barnaky,201638,Lauren Holtkamp,202296,NA,NA,NA,NA,NA,NA
0021500268,12/02/2015,22015,20151202/GSWCHA,1610612766,Charlotte,CHA,1610612744,Golden State,GSW,Sean Wright,2882,Leroy Richardson,1188,Dedric Taylor,203592,NA,NA,NA,NA,NA,NA
0021500276,12/02/2015,22015,20151202/INDLAC,1610612746,L.A. Clippers,LAC,1610612754,Indiana,IND,Mike Callahan,1147,Sean Corbin,1151,Tyler Ford,204059,NA,NA,NA,NA,NA,NA
0021500269,12/02/2015,22015,20151202/LALWAS,1610612764,Washington,WAS,1610612747,L.A. Lakers,LAL,Tony Brown,2529,David Jones,1168,Karl Lane,202026,NA,NA,NA,NA,NA,NA
0021500275,12/02/2015,22015,20151202/MILSAS,1610612759,San Antonio,SAS,1610612749,Milwaukee,MIL,Scott Foster,1162,Kane Fitzgerald,201640,Scott Twardoski,202053,NA,NA,NA,NA,NA,NA
0021500274,12/02/2015,22015,20151202/NOPHOU,1610612745,Houston,HOU,1610612740,New Orleans,NOP,Brian Forte,101283,Kevin Scott,202041,Gary Zielinski,1664,NA,NA,NA,NA,NA,NA
0021500271,12/02/2015,22015,20151202/PHINYK,1610612752,New York,NYK,1610612755,Philadelphia,PHI,Monty McCutchen,1176,Matt Boland,2005,Derek Richardson,1204,NA,NA,NA,NA,NA,NA
0021500270,12/02/2015,22015,20151202/PHXDET,1610612765,Detroit,DET,1610612756,Phoenix,PHX,Courtney Kirkland,2004,Derrick Collins,2002,Justin Van Duyne,202474,NA,NA,NA,NA,NA,NA
0021500272,12/02/2015,22015,20151202/TORATL,1610612737,Atlanta,ATL,1610612761,Toronto,TOR,Tony Brothers,1146,Nick Buchert,202007,Leon Wood,1201,NA,NA,NA,NA,NA,NA
0021500282,12/03/2015,22015,20151203/BOSSAC,1610612758,Sacramento,SAC,1610612738,Boston,BOS,Bill Kennedy,1662,Bennie Adams,1363,Ben Taylor,202049,NA,NA,NA,NA,NA,NA
0021500278,12/03/2015,22015,20151203/DENTOR,1610612761,Toronto,TOR,1610612743,Denver,DEN,John Goble,101284,Tre Maddox,202027,Scott Wall,1198,NA,NA,NA,NA,NA,NA
0021500281,12/03/2015,22015,20151203/INDPOR,1610612757,Portland,POR,1610612754,Indiana,IND,James Capers,1148,Steve Anderson,202000,Josh Tiven,201639,NA,NA,NA,NA,NA,NA
0021500277,12/03/2015,22015,20151203/OKCMIA,1610612748,Miami,MIA,1610612760,Oklahoma City,OKC,Danny Crawford,1152,David Guthrie,2714,Eli Roe,2532,NA,NA,NA,NA,NA,NA
0021500279,12/03/2015,22015,20151203/ORLUTA,1610612762,Utah,UTA,1610612753,Orlando,ORL,Bill Spooner,1194,Mark Ayotte,2148,Kevin Cutler,201246,NA,NA,NA,NA,NA,NA
0021500280,12/03/2015,22015,20151203/SASMEM,1610612763,Memphis,MEM,1610612759,San Antonio,SAS,Ron Garretson,1164,Eric Lewis,2715,Dedric Taylor,203592,NA,NA,NA,NA,NA,NA
0021500283,12/04/2015,22015,20151204/BKNNYK,1610612752,New York,NYK,1610612751,Brooklyn,BKN,Marc Davis,1830,Pat Fraher,2003,Justin Van Duyne,202474,NA,NA,NA,NA,NA,NA
0021500288,12/04/2015,22015,20151204/CLENOP,1610612740,New Orleans,NOP,1610612739,Cleveland,CLE,Jason Phillips,2001,Curtis Blair,200832,Kane Fitzgerald,201640,NA,NA,NA,NA,NA,NA
0021500287,12/04/2015,22015,20151204/HOUDAL,1610612742,Dallas,DAL,1610612745,Houston,HOU,Tom Washington,1199,Brent Barnaky,201638,Gediminas Petraitis,204058,NA,NA,NA,NA,NA,NA
0021500286,12/04/2015,22015,20151204/LALATL,1610612737,Atlanta,ATL,1610612747,L.A. Lakers,LAL,Ed Malloy,2530,Brian Forte,101283,Derek Richardson,1204,NA,NA,NA,NA,NA,NA
0021500285,12/04/2015,22015,20151204/MILDET,1610612765,Detroit,DET,1610612749,Milwaukee,MIL,Ken Mauer,1174,Tony Brown,2529,Leon Wood,1201,NA,NA,NA,NA,NA,NA
0021500284,12/04/2015,22015,20151204/PHXWAS,1610612764,Washington,WAS,1610612756,Phoenix,PHX,Monty McCutchen,1176,Nick Buchert,202007,Scott Twardoski,202053,NA,NA,NA,NA,NA,NA
0021500296,12/05/2015,22015,20151205/BOSSAS,1610612759,San Antonio,SAS,1610612738,Boston,BOS,Tom Washington,1199,Derrick Collins,2002,Gediminas Petraitis,204058,NA,NA,NA,NA,NA,NA
0021500292,12/05/2015,22015,20151205/CHACHI,1610612741,Chicago,CHI,1610612766,Charlotte,CHA,Derrick Stafford,1195,Michael Smith,1193,Scott Wall,1198,NA,NA,NA,NA,NA,NA
0021500291,12/05/2015,22015,20151205/CLEMIA,1610612748,Miami,MIA,1610612739,Cleveland,CLE,Sean Wright,2882,Bill Kennedy,1662,Scott Twardoski,202053,NA,NA,NA,NA,NA,NA
0021500289,12/05/2015,22015,20151205/DENPHI,1610612755,Philadelphia,PHI,1610612743,Denver,DEN,Mike Callahan,1147,Mark Lindsay,200834,Kevin Scott,202041,NA,NA,NA,NA,NA,NA
0021500290,12/05/2015,22015,20151205/GSWTOR,1610612761,Toronto,TOR,1610612744,Golden State,GSW,Zach Zarba,2534,David Guthrie,2714,Eric Lewis,2715,NA,NA,NA,NA,NA,NA
0021500297,12/05/2015,22015,20151205/INDUTA,1610612762,Utah,UTA,1610612754,Indiana,IND,Rodney Mott,1179,Tre Maddox,202027,Gary Zielinski,1664,NA,NA,NA,NA,NA,NA
0021500295,12/05/2015,22015,20151205/NYKMIL,1610612749,Milwaukee,MIL,1610612752,New York,NYK,Tony Brothers,1146,Tyler Ford,204059,Leroy Richardson,1188,NA,NA,NA,NA,NA,NA
0021500298,12/05/2015,22015,20151205/ORLLAC,1610612746,L.A. Clippers,LAC,1610612753,Orlando,ORL,James Capers,1148,Steve Anderson,202000,Josh Tiven,201639,NA,NA,NA,NA,NA,NA
0021500294,12/05/2015,22015,20151205/PORMIN,1610612750,Minnesota,MIN,1610612757,Portland,POR,Ron Garretson,1164,Courtney Kirkland,2004,Haywoode Workman,201637,NA,NA,NA,NA,NA,NA
0021500293,12/05/2015,22015,20151205/SACHOU,1610612745,Houston,HOU,1610612758,Sacramento,SAC,Danny Crawford,1152,Mark Ayotte,2148,Lauren Holtkamp,202296,NA,NA,NA,NA,NA,NA
0021500302,12/06/2015,22015,20151206/DALWAS,1610612764,Washington,WAS,1610612742,Dallas,DAL,Bill Spooner,1194,Matt Boland,2005,Leroy Richardson,1188,NA,NA,NA,NA,NA,NA
0021500300,12/06/2015,22015,20151206/GSWBKN,1610612751,Brooklyn,BKN,1610612744,Golden State,GSW,Ken Mauer,1174,Eric Dalen,200833,James Williams,202058,NA,NA,NA,NA,NA,NA
0021500301,12/06/2015,22015,20151206/LALDET,1610612765,Detroit,DET,1610612747,L.A. Lakers,LAL,Scott Foster,1162,Nick Buchert,202007,Kevin Cutler,201246,NA,NA,NA,NA,NA,NA
0021500299,12/06/2015,22015,20151206/PHXMEM,1610612763,Memphis,MEM,1610612756,Phoenix,PHX,John Goble,101284,Pat Fraher,2003,JT Orr,202037,NA,NA,NA,NA,NA,NA
0021500303,12/06/2015,22015,20151206/SACOKC,1610612760,Oklahoma City,OKC,1610612758,Sacramento,SAC,Marc Davis,1830,Tony Brown,2529,Leon Wood,1201,NA,NA,NA,NA,NA,NA
0021500312,12/07/2015,22015,20151207/BOSNOP,1610612740,New Orleans,NOP,1610612738,Boston,BOS,Ron Garretson,1164,David Guthrie,2714,Scott Twardoski,202053,NA,NA,NA,NA,NA,NA
0021500307,12/07/2015,22015,20151207/DALNYK,1610612752,New York,NYK,1610612742,Dallas,DAL,Scott Foster,1162,Lauren Holtkamp,202296,Courtney Kirkland,2004,NA,NA,NA,NA,NA,NA
0021500304,12/07/2015,22015,20151207/DETCHA,1610612766,Charlotte,CHA,1610612765,Detroit,DET,Mike Callahan,1147,Tyler Ford,204059,Bill Kennedy,1662,NA,NA,NA,NA,NA,NA
0021500311,12/07/2015,22015,20151207/LACMIN,1610612750,Minnesota,MIN,1610612746,L.A. Clippers,LAC,Danny Crawford,1152,Bennie Adams,1363,Ben Taylor,202049,NA,NA,NA,NA,NA,NA
0021500308,12/07/2015,22015,20151207/LALTOR,1610612761,Toronto,TOR,1610612747,L.A. Lakers,LAL,Sean Wright,2882,Brent Barnaky,201638,Curtis Blair,200832,NA,NA,NA,NA,NA,NA
0021500309,12/07/2015,22015,20151207/PHXCHI,1610612741,Chicago,CHI,1610612756,Phoenix,PHX,Tony Brothers,1146,Mark Ayotte,2148,Eli Roe,2532,NA,NA,NA,NA,NA,NA
0021500310,12/07/2015,22015,20151207/PORMIL,1610612749,Milwaukee,MIL,1610612757,Portland,POR,Tom Washington,1199,Karl Lane,202026,Rodney Mott,1179,NA,NA,NA,NA,NA,NA
0021500305,12/07/2015,22015,20151207/SASPHI,1610612755,Philadelphia,PHI,1610612759,San Antonio,SAS,Zach Zarba,2534,Sean Corbin,1151,Marat Kogut,201245,NA,NA,NA,NA,NA,NA
0021500306,12/07/2015,22015,20151207/WASMIA,1610612748,Miami,MIA,1610612764,Washington,WAS,Michael Smith,1193,Mark Lindsay,200834,Kevin Scott,202041,NA,NA,NA,NA,NA,NA
0021500314,12/08/2015,22015,20151208/GSWIND,1610612754,Indiana,IND,1610612744,Golden State,GSW,Jason Phillips,2001,Mark Ayotte,2148,JT Orr,202037,NA,NA,NA,NA,NA,NA
0021500315,12/08/2015,22015,20151208/HOUBKN,1610612751,Brooklyn,BKN,1610612745,Houston,HOU,Bill Spooner,1194,Mitchell Ervin,203591,David Jones,1168,NA,NA,NA,NA,NA,NA
0021500316,12/08/2015,22015,20151208/OKCMEM,1610612763,Memphis,MEM,1610612760,Oklahoma City,OKC,Derrick Stafford,1195,Bill Kennedy,1662,Haywoode Workman,201637,NA,NA,NA,NA,NA,NA
0021500317,12/08/2015,22015,20151208/ORLDEN,1610612743,Denver,DEN,1610612753,Orlando,ORL,Ed Malloy,2530,Brian Forte,101283,Dedric Taylor,203592,NA,NA,NA,NA,NA,NA
0021500313,12/08/2015,22015,20151208/PORCLE,1610612739,Cleveland,CLE,1610612757,Portland,POR,Ken Mauer,1174,Pat Fraher,2003,Aaron Smith,203226,NA,NA,NA,NA,NA,NA
0021500318,12/08/2015,22015,20151208/UTASAC,1610612758,Sacramento,SAC,1610612762,Utah,UTA,James Capers,1148,Steve Anderson,202000,Josh Tiven,201639,NA,NA,NA,NA,NA,NA
0021500328,12/09/2015,22015,20151209/ATLDAL,1610612742,Dallas,DAL,1610612737,Atlanta,ATL,Mike Callahan,1147,Derrick Collins,2002,Tre Maddox,202027,NA,NA,NA,NA,NA,NA
0021500319,12/09/2015,22015,20151209/CHIBOS,1610612738,Boston,BOS,1610612741,Chicago,CHI,Scott Foster,1162,Curtis Blair,200832,Tony Brown,2529,NA,NA,NA,NA,NA,NA
0021500321,12/09/2015,22015,20151209/HOUWAS,1610612764,Washington,WAS,1610612745,Houston,HOU,John Goble,101284,Kane Fitzgerald,201640,Tyler Ford,204059,NA,NA,NA,NA,NA,NA
0021500324,12/09/2015,22015,20151209/LACMIL,1610612749,Milwaukee,MIL,1610612746,L.A. Clippers,LAC,Sean Corbin,1151,Brent Barnaky,201638,Kevin Scott,202041,NA,NA,NA,NA,NA,NA
0021500325,12/09/2015,22015,20151209/LALMIN,1610612750,Minnesota,MIN,1610612747,L.A. Lakers,LAL,Tom Washington,1199,Eli Roe,2532,Scott Wall,1198,NA,NA,NA,NA,NA,NA
0021500322,12/09/2015,22015,20151209/MEMDET,1610612765,Detroit,DET,1610612763,Memphis,MEM,Danny Crawford,1152,Michael Smith,1193,Ben Taylor,202049,NA,NA,NA,NA,NA,NA
0021500320,12/09/2015,22015,20151209/MIACHA,1610612766,Charlotte,CHA,1610612748,Miami,MIA,Rodney Mott,1179,Matt Boland,2005,Eric Lewis,2715,NA,NA,NA,NA,NA,NA
0021500327,12/09/2015,22015,20151209/NYKUTA,1610612762,Utah,UTA,1610612752,New York,NYK,Zach Zarba,2534,Bennie Adams,1363,Gediminas Petraitis,204058,NA,NA,NA,NA,NA,NA
0021500326,12/09/2015,22015,20151209/ORLPHX,1610612756,Phoenix,PHX,1610612753,Orlando,ORL,Ron Garretson,1164,Leon Wood,1201,Gary Zielinski,1664,NA,NA,NA,NA,NA,NA
0021500323,12/09/2015,22015,20151209/SASTOR,1610612761,Toronto,TOR,1610612759,San Antonio,SAS,Monty McCutchen,1176,Eric Dalen,200833,James Williams,202058,NA,NA,NA,NA,NA,NA
0021500331,12/10/2015,22015,20151210/ATLOKC,1610612760,Oklahoma City,OKC,1610612737,Atlanta,ATL,Ken Mauer,1174,Nick Buchert,202007,Marat Kogut,201245,NA,NA,NA,NA,NA,NA
0021500330,12/10/2015,22015,20151210/LACCHI,1610612741,Chicago,CHI,1610612746,L.A. Clippers,LAC,Marc Davis,1830,David Jones,1168,Karl Lane,202026,NA,NA,NA,NA,NA,NA
0021500332,12/10/2015,22015,20151210/NYKSAC,1610612758,Sacramento,SAC,1610612752,New York,NYK,Ed Malloy,2530,Brian Forte,101283,Scott Twardoski,202053,NA,NA,NA,NA,NA,NA
0021500329,12/10/2015,22015,20151210/PHIBKN,1610612751,Brooklyn,BKN,1610612755,Philadelphia,PHI,Sean Wright,2882,Kevin Cutler,201246,Rodney Mott,1179,NA,NA,NA,NA,NA,NA
0021500338,12/11/2015,22015,20151211/CHAMEM,1610612763,Memphis,MEM,1610612766,Charlotte,CHA,Courtney Kirkland,2004,Curtis Blair,200832,David Guthrie,2714,NA,NA,NA,NA,NA,NA
0021500334,12/11/2015,22015,20151211/CLEORL,1610612753,Orlando,ORL,1610612739,Cleveland,CLE,Tom Washington,1199,Matt Boland,2005,Tyler Ford,204059,NA,NA,NA,NA,NA,NA
0021500335,12/11/2015,22015,20151211/DETPHI,1610612755,Philadelphia,PHI,1610612765,Detroit,DET,Bill Spooner,1194,Brent Barnaky,201638,Leroy Richardson,1188,NA,NA,NA,NA,NA,NA
0021500336,12/11/2015,22015,20151211/GSWBOS,1610612738,Boston,BOS,1610612744,Golden State,GSW,Monty McCutchen,1176,Kane Fitzgerald,201640,Aaron Smith,203226,NA,NA,NA,NA,NA,NA
0021500342,12/11/2015,22015,20151211/LALSAS,1610612759,San Antonio,SAS,1610612747,L.A. Lakers,LAL,Mike Callahan,1147,Eric Lewis,2715,Tre Maddox,202027,NA,NA,NA,NA,NA,NA
0021500333,12/11/2015,22015,20151211/MIAIND,1610612754,Indiana,IND,1610612748,Miami,MIA,Marc Davis,1830,Sean Corbin,1151,Lauren Holtkamp,202296,NA,NA,NA,NA,NA,NA
0021500337,12/11/2015,22015,20151211/MILTOR,1610612761,Toronto,TOR,1610612749,Milwaukee,MIL,Michael Smith,1193,Ben Taylor,202049,Josh Tiven,201639,NA,NA,NA,NA,NA,NA
0021500340,12/11/2015,22015,20151211/MINDEN,1610612743,Denver,DEN,1610612750,Minnesota,MIN,Zach Zarba,2534,Mark Ayotte,2148,Justin Van Duyne,202474,NA,NA,NA,NA,NA,NA
0021500341,12/11/2015,22015,20151211/OKCUTA,1610612762,Utah,UTA,1610612760,Oklahoma City,OKC,Jason Phillips,2001,Derrick Collins,2002,Dedric Taylor,203592,NA,NA,NA,NA,NA,NA
0021500343,12/11/2015,22015,20151211/PORPHX,1610612756,Phoenix,PHX,1610612757,Portland,POR,Ed Malloy,2530,Brian Forte,101283,Scott Twardoski,202053,NA,NA,NA,NA,NA,NA
0021500339,12/11/2015,22015,20151211/WASNOP,1610612740,New Orleans,NOP,1610612764,Washington,WAS,Scott Foster,1162,Gediminas Petraitis,204058,Gary Zielinski,1664,NA,NA,NA,NA,NA,NA
0021500345,12/12/2015,22015,20151212/BOSCHA,1610612766,Charlotte,CHA,1610612738,Boston,BOS,Danny Crawford,1152,Brent Barnaky,201638,Marat Kogut,201245,NA,NA,NA,NA,NA,NA
0021500351,12/12/2015,22015,20151212/GSWMIL,1610612749,Milwaukee,MIL,1610612744,Golden State,GSW,James Capers,1148,Nick Buchert,202007,Kevin Cutler,201246,NA,NA,NA,NA,NA,NA
0021500346,12/12/2015,22015,20151212/INDDET,1610612765,Detroit,DET,1610612754,Indiana,IND,Derrick Stafford,1195,Mark Lindsay,200834,Kevin Scott,202041,NA,NA,NA,NA,NA,NA
0021500344,12/12/2015,22015,20151212/LACBKN,1610612751,Brooklyn,BKN,1610612746,L.A. Clippers,LAC,John Goble,101284,Tony Brown,2529,JT Orr,202037,NA,NA,NA,NA,NA,NA
0021500349,12/12/2015,22015,20151212/LALHOU,1610612745,Houston,HOU,1610612747,L.A. Lakers,LAL,Pat Fraher,2003,Courtney Kirkland,2004,Brett Nansel,201711,NA,NA,NA,NA,NA,NA
0021500348,12/12/2015,22015,20151212/NOPCHI,1610612741,Chicago,CHI,1610612740,New Orleans,NOP,Monty McCutchen,1176,Eric Dalen,200833,Leroy Richardson,1188,NA,NA,NA,NA,NA,NA
0021500352,12/12/2015,22015,20151212/NYKPOR,1610612757,Portland,POR,1610612752,New York,NYK,Tony Brothers,1146,Derrick Collins,2002,Derek Richardson,1204,NA,NA,NA,NA,NA,NA
0021500347,12/12/2015,22015,20151212/SASATL,1610612737,Atlanta,ATL,1610612759,San Antonio,SAS,Scott Foster,1162,David Guthrie,2714,Haywoode Workman,201637,NA,NA,NA,NA,NA,NA
0021500350,12/12/2015,22015,20151212/WASDAL,1610612742,Dallas,DAL,1610612764,Washington,WAS,Bill Kennedy,1662,Eli Roe,2532,James Williams,202058,NA,NA,NA,NA,NA,NA
0021500354,12/13/2015,22015,20151213/MEMMIA,1610612748,Miami,MIA,1610612763,Memphis,MEM,Mike Callahan,1147,Gediminas Petraitis,204058,Josh Tiven,201639,NA,NA,NA,NA,NA,NA
0021500353,12/13/2015,22015,20151213/MINPHX,1610612756,Phoenix,PHX,1610612750,Minnesota,MIN,Jason Phillips,2001,Bennie Adams,1363,Dedric Taylor,203592,NA,NA,NA,NA,NA,NA
0021500355,12/13/2015,22015,20151213/PHITOR,1610612761,Toronto,TOR,1610612755,Philadelphia,PHI,Ron Garretson,1164,Steve Anderson,202000,Gary Zielinski,1664,NA,NA,NA,NA,NA,NA
0021500356,12/13/2015,22015,20151213/UTAOKC,1610612760,Oklahoma City,OKC,1610612762,Utah,UTA,Ed Malloy,2530,Matt Boland,2005,Lauren Holtkamp,202296,NA,NA,NA,NA,NA,NA
0021500365,12/14/2015,22015,20151214/HOUDEN,1610612743,Denver,DEN,1610612745,Houston,HOU,Tony Brothers,1146,Derrick Collins,2002,Haywoode Workman,201637,NA,NA,NA,NA,NA,NA
0021500359,12/14/2015,22015,20151214/LACDET,1610612765,Detroit,DET,1610612746,L.A. Clippers,LAC,Pat Fraher,2003,Mitchell Ervin,203591,Kane Fitzgerald,201640,NA,NA,NA,NA,NA,NA
0021500360,12/14/2015,22015,20151214/MIAATL,1610612737,Atlanta,ATL,1610612748,Miami,MIA,James Capers,1148,Mark Ayotte,2148,JT Orr,202037,NA,NA,NA,NA,NA,NA
0021500366,12/14/2015,22015,20151214/NOPPOR,1610612757,Portland,POR,1610612740,New Orleans,NOP,Zach Zarba,2534,David Jones,1168,Tre Maddox,202027,NA,NA,NA,NA,NA,NA
0021500358,12/14/2015,22015,20151214/ORLBKN,1610612751,Brooklyn,BKN,1610612753,Orlando,ORL,Michael Smith,1193,Ben Taylor,202049,Scott Wall,1198,NA,NA,NA,NA,NA,NA
0021500361,12/14/2015,22015,20151214/PHICHI,1610612741,Chicago,CHI,1610612755,Philadelphia,PHI,Danny Crawford,1152,Nick Buchert,202007,Marat Kogut,201245,NA,NA,NA,NA,NA,NA
0021500363,12/14/2015,22015,20151214/PHXDAL,1610612742,Dallas,DAL,1610612756,Phoenix,PHX,Derrick Stafford,1195,Matt Boland,2005,Josh Tiven,201639,NA,NA,NA,NA,NA,NA
0021500357,12/14/2015,22015,20151214/TORIND,1610612754,Indiana,IND,1610612761,Toronto,TOR,John Goble,101284,Courtney Kirkland,2004,Karl Lane,202026,NA,NA,NA,NA,NA,NA
0021500364,12/14/2015,22015,20151214/UTASAS,1610612759,San Antonio,SAS,1610612762,Utah,UTA,Sean Wright,2882,Tyler Ford,204059,Bill Kennedy,1662,NA,NA,NA,NA,NA,NA
0021500362,12/14/2015,22015,20151214/WASMEM,1610612763,Memphis,MEM,1610612764,Washington,WAS,Marc Davis,1830,Brian Forte,101283,Brett Nansel,201711,NA,NA,NA,NA,NA,NA
0021500367,12/15/2015,22015,20151215/CLEBOS,1610612738,Boston,BOS,1610612739,Cleveland,CLE,Ron Garretson,1164,Mark Ayotte,2148,Eric Dalen,200833,NA,NA,NA,NA,NA,NA
0021500368,12/15/2015,22015,20151215/DENMIN,1610612750,Minnesota,MIN,1610612743,Denver,DEN,Ken Mauer,1174,Marat Kogut,201245,Eric Lewis,2715,NA,NA,NA,NA,NA,NA
0021500369,12/15/2015,22015,20151215/HOUSAC,1610612758,Sacramento,SAC,1610612745,Houston,HOU,Zach Zarba,2534,Kevin Cutler,201246,David Guthrie,2714,NA,NA,NA,NA,NA,NA
0021500370,12/15/2015,22015,20151215/MILLAL,1610612747,L.A. Lakers,LAL,1610612749,Milwaukee,MIL,Jason Phillips,2001,Bennie Adams,1363,Dedric Taylor,203592,NA,NA,NA,NA,NA,NA
0021500374,12/16/2015,22015,20151216/BOSDET,1610612765,Detroit,DET,1610612738,Boston,BOS,Eric Lewis,2715,Lauren Holtkamp,202296,Courtney Kirkland,2004,NA,NA,NA,NA,NA,NA
0021500372,12/16/2015,22015,20151216/CHAORL,1610612753,Orlando,ORL,1610612766,Charlotte,CHA,Derrick Stafford,1195,Eli Roe,2532,James Williams,202058,NA,NA,NA,NA,NA,NA
0021500371,12/16/2015,22015,20151216/DALIND,1610612754,Indiana,IND,1610612742,Dallas,DAL,Tom Washington,1199,Ben Taylor,202049,Scott Wall,1198,NA,NA,NA,NA,NA,NA
0021500377,12/16/2015,22015,20151216/MEMCHI,1610612741,Chicago,CHI,1610612763,Memphis,MEM,Bill Spooner,1194,Sean Corbin,1151,Kevin Scott,202041,NA,NA,NA,NA,NA,NA
0021500373,12/16/2015,22015,20151216/MIABKN,1610612751,Brooklyn,BKN,1610612748,Miami,MIA,Ron Garretson,1164,Steve Anderson,202000,Gary Zielinski,1664,NA,NA,NA,NA,NA,NA
0021500382,12/16/2015,22015,20151216/MILLAC,1610612746,L.A. Clippers,LAC,1610612749,Milwaukee,MIL,Marc Davis,1830,David Jones,1168,Karl Lane,202026,NA,NA,NA,NA,NA,NA
0021500375,12/16/2015,22015,20151216/MINNYK,1610612752,New York,NYK,1610612750,Minnesota,MIN,Ed Malloy,2530,Tony Brown,2529,Mitchell Ervin,203591,NA,NA,NA,NA,NA,NA
0021500380,12/16/2015,22015,20151216/NOPUTA,1610612762,Utah,UTA,1610612740,New Orleans,NOP,Tony Brothers,1146,David Guthrie,2714,Haywoode Workman,201637,NA,NA,NA,NA,NA,NA
0021500376,12/16/2015,22015,20151216/PHIATL,1610612737,Atlanta,ATL,1610612755,Philadelphia,PHI,Mike Callahan,1147,Curtis Blair,200832,Michael Smith,1193,NA,NA,NA,NA,NA,NA
0021500381,12/16/2015,22015,20151216/PHXGSW,1610612744,Golden State,GSW,1610612756,Phoenix,PHX,Bill Kennedy,1662,Derrick Collins,2002,Tre Maddox,202027,NA,NA,NA,NA,NA,NA
0021500378,12/16/2015,22015,20151216/POROKC,1610612760,Oklahoma City,OKC,1610612757,Portland,POR,Monty McCutchen,1176,Tyler Ford,204059,Leroy Richardson,1188,NA,NA,NA,NA,NA,NA
0021500379,12/16/2015,22015,20151216/WASSAS,1610612759,San Antonio,SAS,1610612764,Washington,WAS,James Capers,1148,Brent Barnaky,201638,Leon Wood,1201,NA,NA,NA,NA,NA,NA
0021500385,12/17/2015,22015,20151217/HOULAL,1610612747,L.A. Lakers,LAL,1610612745,Houston,HOU,Marc Davis,1830,Karl Lane,202026,Rodney Mott,1179,NA,NA,NA,NA,NA,NA
0021500384,12/17/2015,22015,20151217/OKCCLE,1610612739,Cleveland,CLE,1610612760,Oklahoma City,OKC,Danny Crawford,1152,Mark Lindsay,200834,Josh Tiven,201639,NA,NA,NA,NA,NA,NA
0021500383,12/17/2015,22015,20151217/TORCHA,1610612766,Charlotte,CHA,1610612761,Toronto,TOR,Ken Mauer,1174,Pat Fraher,2003,Kevin Scott,202041,NA,NA,NA,NA,NA,NA
0021500389,12/18/2015,22015,20151218/ATLBOS,1610612738,Boston,BOS,1610612737,Atlanta,ATL,Sean Wright,2882,Mitchell Ervin,203591,James Williams,202058,NA,NA,NA,NA,NA,NA
0021500386,12/18/2015,22015,20151218/BKNIND,1610612754,Indiana,IND,1610612751,Brooklyn,BKN,Bill Spooner,1194,Bennie Adams,1363,Marat Kogut,201245,NA,NA,NA,NA,NA,NA
0021500395,12/18/2015,22015,20151218/DENUTA,1610612762,Utah,UTA,1610612743,Denver,DEN,Tom Washington,1199,Curtis Blair,200832,David Jones,1168,NA,NA,NA,NA,NA,NA
0021500391,12/18/2015,22015,20151218/DETCHI,1610612741,Chicago,CHI,1610612765,Detroit,DET,James Capers,1148,Steve Anderson,202000,Gary Zielinski,1664,NA,NA,NA,NA,NA,NA
0021500393,12/18/2015,22015,20151218/LACSAS,1610612759,San Antonio,SAS,1610612746,L.A. Clippers,LAC,Ed Malloy,2530,Brian Forte,101283,Leroy Richardson,1188,NA,NA,NA,NA,NA,NA
0021500394,12/18/2015,22015,20151218/MEMDAL,1610612742,Dallas,DAL,1610612763,Memphis,MEM,Monty McCutchen,1176,Eric Dalen,200833,Kane Fitzgerald,201640,NA,NA,NA,NA,NA,NA
0021500397,12/18/2015,22015,20151218/MILGSW,1610612744,Golden State,GSW,1610612749,Milwaukee,MIL,Tony Brothers,1146,David Guthrie,2714,Haywoode Workman,201637,NA,NA,NA,NA,NA,NA
0021500396,12/18/2015,22015,20151218/NOPPHX,1610612756,Phoenix,PHX,1610612740,New Orleans,NOP,John Goble,101284,Nick Buchert,202007,Kevin Cutler,201246,NA,NA,NA,NA,NA,NA
0021500388,12/18/2015,22015,20151218/NYKPHI,1610612755,Philadelphia,PHI,1610612752,New York,NYK,Derrick Stafford,1195,Mark Lindsay,200834,Ben Taylor,202049,NA,NA,NA,NA,NA,NA
0021500387,12/18/2015,22015,20151218/PORORL,1610612753,Orlando,ORL,1610612757,Portland,POR,Tony Brown,2529,Courtney Kirkland,2004,Gediminas Petraitis,204058,NA,NA,NA,NA,NA,NA
0021500392,12/18/2015,22015,20151218/SACMIN,1610612750,Minnesota,MIN,1610612758,Sacramento,SAC,Ron Garretson,1164,Sean Corbin,1151,Justin Van Duyne,202474,NA,NA,NA,NA,NA,NA
0021500390,12/18/2015,22015,20151218/TORMIA,1610612748,Miami,MIA,1610612761,Toronto,TOR,Jason Phillips,2001,Matt Boland,2005,Leon Wood,1201,NA,NA,NA,NA,NA,NA
0021500399,12/19/2015,22015,20151219/CHAWAS,1610612764,Washington,WAS,1610612766,Charlotte,CHA,Danny Crawford,1152,Bill Kennedy,1662,JT Orr,202037,NA,NA,NA,NA,NA,NA
0021500400,12/19/2015,22015,20151219/CHINYK,1610612752,New York,NYK,1610612741,Chicago,CHI,Ken Mauer,1174,Aaron Smith,203226,Michael Smith,1193,NA,NA,NA,NA,NA,NA
