period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:52.3,Foul: Personal,Bojan Bogdanovic,DeAndre Jordan,CNC,Bogdanovic (IND) briefly slides his arm around Jordan (NYK) as they disengage from the pick.,32.65306% Complete    01:58.2       To       01:42.2,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,01:47.6,Foul: Offensive,DeAndre Jordan,Bojan Bogdanovic,CNC,Jordan (NYK) is firming up in legal position during the pick with Bogdanovic (IND).,32.65306% Complete    01:58.2       To       01:42.2,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,01:30.0,Foul: Personal,Dennis Smith Jr.,Darren Collison,CNC,Smith Jr. (NYK) makes marginal contact with Collison (IND) on the perimeter that does not affect his ability to maintain control of the ball.,46.9387741% Complete    01:42.2       To       01:18.9,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,01:22.1,Foul: Personal,Noah Vonleh,Darren Collison,INC,RLB shows Vonleh (NYK) moves laterally and makes body contact that affects Collison's (IND) ability to gather the ball at the end of his drive.,46.9387741% Complete    01:42.2       To       01:18.9,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,01:22.0,Turnover: Lost Ball Out of Bounds,Darren Collison,,INC,RLB shows Collison (IND) last makes contact with the ball prior to the ball making contact with the baseline.,46.9387741% Complete    01:42.2       To       01:18.9,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,01:09.6,Foul: Offensive,Noah Vonleh,Bojan Bogdanovic,CNC,Vonleh (NYK) is firming up in legal position during the screen with Bogdanovic (IND).,34.69388% Complete    01:18.9       To       01:01.5,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,00:52.2,Foul: Personal,Dennis Smith Jr.,Darren Collison,CNC,"Smith Jr. (NYK) makes some contact with Collison (IND) on the perimeter, but doesn't affect his ability to maintain control of the ball.",30.6122456% Complete    01:01.5       To       00:46.0,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,00:47.6,Foul: Shooting,Dennis Smith Jr.,Darren Collison,CNC,Smith Jr. (NYK) maintains a legal guarding position during the driving shot attempt by Collison (IND).,30.6122456% Complete    01:01.5       To       00:46.0,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,00:41.8,Turnover: Traveling,Darren Collison,Knicks,,[Observable in enhanced video] Collison (IND) lifts his pivot foot at the start of his dribble.,34.69388% Complete    00:41.7       To       00:24.2,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,00:41.8,Foul: Shooting,Wesley Matthews,Damyean Dotson,CC,Matthews (IND) makes contact to Dotson's (NYK) body during his shooting motion that affects his driving shot attempt.,8.163265% Complete    00:46.0       To       00:41.7,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,00:22.5,Turnover: Traveling,Emmanuel Mudiay,Pacers,,[Observable in enhanced video] Mudiay (NYK) lifts his pivot foot at the start of his dribble.,8.163265% Complete    00:24.2       To       00:19.5,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,00:21.2,Foul: Shooting,Thaddeus Young,Emmanuel Mudiay,CNC,Young (IND) maintains a legal guarding position during the jump shot attempt by Mudiay (NYK).,8.163265% Complete    00:24.2       To       00:19.5,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,00:19.5,Foul: Loose Ball,Darren Collison,Dennis Smith Jr.,CNC,LLS shows Collison (IND) maintains legal position as Smith Jr. (NYK) loses his balance as he attempts to retrieve the loose ball.,6.122449% Complete    00:19.5       To       00:16.3,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,00:19.5,Foul: Personal,Dennis Smith Jr.,Darren Collison,CNC,Smith Jr. (NYK) cleanly dislodges the inbound pass intended for Collison (IND).,6.122449% Complete    00:19.5       To       00:16.3,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
Q4,00:16.4,Foul: Personal,Noah Vonleh,Darren Collison,CC,Vonleh (NYK) commits a take foul on Collison (IND).,6.122449% Complete    00:19.5       To       00:16.3,gameId=0021801007,Knicks(98) @ Pacers(103),"March 12, 2019",2019-06-20T13:30:37Z
