period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:57.1,Foul: Offensive,Dwight Powell,Harrison Barnes,CNC,Powell (DAL) sets the screen on Barnes (SAC) and does not deliver contact.,32.65306% Complete    02:06.6       To       01:50.0,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:50.9,Foul: Shooting,Willie Cauley-Stein,Jalen Brunson,CNC,Cauley-Stein (SAC) maintains a legal guarding position during the driving shot attempt by Brunson (DAL).,32.65306% Complete    02:06.6       To       01:50.0,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:36.7,Foul: Shooting,Maxi Kleber,Harrison Barnes,CNC,Kleber (DAL) maintains a legal guarding position during the driving shot attempt by Barnes (SAC).,34.69388% Complete    01:50.0       To       01:33.0,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:36.6,Foul: Shooting,Dwight Powell,Harrison Barnes,INC,"Powell (DAL) makes contact with Barnes' (SAC) arm and affects his driving shot attempt, causing the ball to go out of bounds.",34.69388% Complete    01:50.0       To       01:33.0,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:35.4,Foul: Offensive,Willie Cauley-Stein,Jalen Brunson,CNC,Cauley-Stein (SAC) sets the screen on Brunson (DAL) and gives him room to avoid the contact.,34.69388% Complete    01:50.0       To       01:33.0,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:33.4,Foul: Shooting,Jalen Brunson,De'Aaron Fox,IC,LLB and RLS show Brunson (DAL) makes clean contact with the ball as he dislodges it from Fox (SAC) during the shot attempt.,34.69388% Complete    01:50.0       To       01:33.0,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:27.0,Foul: Offensive,Dwight Powell,Harrison Barnes,CNC,Powell (DAL) sets the screen on Barnes (SAC) and does not deliver contact.,40.8163261% Complete    01:33.0       To       01:12.8,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:14.3,Foul: Shooting,Willie Cauley-Stein,Luka Doncic,CNC,Cauley-Stein (SAC) maintains a legal guarding position during the driving shot attempt by Doncic (DAL).,40.8163261% Complete    01:33.0       To       01:12.8,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:12.8,Foul: Loose Ball,Harrison Barnes,Dwight Powell,CNC,Barnes (SAC) and Powell (DAL) briefly engage and separate during the rebound.,40.8163261% Complete    01:33.0       To       01:12.8,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:09.1,Foul: Offensive,Bogdan Bogdanovic,Jalen Brunson,CNC,Bogdanovic (SAC) and Brunson (DAL) make incidental contact with each other as they move to the same spot on the floor.,10.2040815% Complete    01:12.8       To       01:07.0,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:06.0,Turnover: Traveling,Ryan Broekhoff,Kings,INC,Broekhoff (DAL) moves his foot heel-to-toe to create space.,18.3673477% Complete    01:07.0       To       00:57.7,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,01:01,Foul: Personal,Bogdan Bogdanovic,Maxi Kleber,CNC,Bogdanovic (SAC) and Kleber (DAL) briefly engage and separate off ball.,18.3673477% Complete    01:07.0       To       00:57.7,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:57.7,Foul: Personal,Buddy Hield,Dwight Powell,CC,Hield (SAC) wraps Powell (DAL) and dislodges him from his position.,18.3673477% Complete    01:07.0       To       00:57.7,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:44.3,Foul: Personal,Maxi Kleber,Bogdan Bogdanovic,CNC,Kleber (DAL) makes marginal contact with Bogdanovic (SAC) and does not affect his ability to pass.,63.2653046% Complete    00:57.7       To       00:26.2,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:38.7,Foul: Shooting,Luka Doncic,De'Aaron Fox,CNC,Doncic (DAL) maintains a legal guarding position during the driving shot attempt by Fox (SAC).,63.2653046% Complete    00:57.7       To       00:26.2,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:27.5,Foul: Shooting,Luka Doncic,De'Aaron Fox,CNC,Doncic (DAL) makes marginal contact to Fox (SAC) as he moves alongside his body during his driving shot attempt.,63.2653046% Complete    00:57.7       To       00:26.2,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:26.2,Turnover: Traveling,Luka Doncic,Kings,CC,[Observable in enhanced video] Doncic (DAL) lifts his pivot foot before releasing his dribble.,10.2040815% Complete    00:26.2       To       00:21.1,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:21.6,Foul: Shooting,Harrison Barnes,Luka Doncic,CNC,Barnes (SAC) has his forearm rested on Doncic's (DAL) body during his driving shot attempt and does not extend it into him to deliver contact.,10.2040815% Complete    00:26.2       To       00:21.1,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:19.7,Foul: Personal,Maxi Kleber,De'Aaron Fox,CC,Kleber (DAL) commits a take foul on Fox (SAC).,2.04081631% Complete    00:21.1       To       00:19.6,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:09.4,Foul: Loose Ball,Dwight Powell,Harrison Barnes,CNC,Powell (DAL) and Barnes (SAC) briefly engage and separate during the rebound.,22.44898% Complete    00:19.6       To       00:08.3,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:08.3,Foul: Personal,De'Aaron Fox,Dwight Powell,CC,Fox (SAC) grabs Powell (DAL) after he gathers the rebound and affects his SQBR.,22.44898% Complete    00:19.6       To       00:08.3,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:04.2,Foul: Personal,Ryan Broekhoff,Buddy Hield,CC,Broekhoff (DAL) commits a take foul on Hield (SAC).,8.163265% Complete    00:08.3       To       00:04.2,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
Q4,00:01.1,Foul: Shooting,Harrison Barnes,Luka Doncic,CNC,Barnes (SAC) maintains a legal guarding position during the jump shot attempt by Doncic (DAL).,8.163265% Complete    00:04.2       To       00:00.0,gameId=0021801114,Kings(125) @ Mavericks(121),"March 26, 2019",2019-06-20T13:17:35Z
