period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:52.9,Foul: Offensive,Terance Mann,OG Anunoby,CNC,Mann (LAC) establishes himself in a screening position in the path of Anunoby (TOR) and places two hands on his back as he disengages and the contact is marginal.,40.816326% Complete    02:08.0       To       01:47.4,gameId=0022100534,Clippers(108) @ Raptors(116),"December 31, 2021",2022-01-02T16:50:04Z
Q4,01:37.5,Foul: Offensive,Pascal Siakam,Terance Mann,CNC,Siakam (TOR) establishes himself in a screening position in the path of Mann (LAC) and places two hands on his back as he disengages and the contact is marginal.,26.530613% Complete    01:47.4       To       01:34.0,gameId=0022100534,Clippers(108) @ Raptors(116),"December 31, 2021",2022-01-02T16:50:04Z
Q4,01:35.4,Foul: Shooting,Amir Coffey,Pascal Siakam,CNC,Coffey (LAC) makes marginal contact with Siakam's (TOR) body during his shooting motion that does not affect his shot near the rim.,26.530613% Complete    01:47.4       To       01:34.0,gameId=0022100534,Clippers(108) @ Raptors(116),"December 31, 2021",2022-01-02T16:50:04Z
Q4,01:30,Foul: Offensive,Luke Kennard,Gary Trent Jr.,CNC,Kennard (LAC) and Trent Jr. (TOR) briefly engage and disengage.,24.489796% Complete    01:34.0       To       01:22.0,gameId=0022100534,Clippers(108) @ Raptors(116),"December 31, 2021",2022-01-02T16:50:04Z
Q4,01:23.8,Foul: Shooting,Gary Trent Jr.,Terance Mann,CNC,Trent Jr. (TOR) makes marginal contact with Mann's (LAC) arm after the release that does not affect his jump shot attempt.,24.489796% Complete    01:34.0       To       01:22.0,gameId=0022100534,Clippers(108) @ Raptors(116),"December 31, 2021",2022-01-02T16:50:04Z
Q4,01:03.1,Foul: Shooting,Marcus Morris Sr.,Fred VanVleet,CNC,Morris Sr. (LAC) makes marginal contact with VanVleet's (TOR) body during his shooting motion that does not affect his driving shot attempt.,38.77551% Complete    01:22.0       To       01:02.2,gameId=0022100534,Clippers(108) @ Raptors(116),"December 31, 2021",2022-01-02T16:50:04Z
Q4,00:20.9,Foul: Shooting,Pascal Siakam,Marcus Morris Sr.,CNC,Siakam (TOR) legally contests Morris Sr.'s (LAC) jump shot attempt.,10.204082% Complete    00:24.3       To       00:19.1,gameId=0022100534,Clippers(108) @ Raptors(116),"December 31, 2021",2022-01-02T16:50:04Z
Q4,00:16.5,Foul: Personal,Terance Mann,OG Anunoby,CC,Mann (LAC) commits a take foul on Anunoby (TOR).,4.0816326% Complete    00:19.1       To       00:16.3,gameId=0022100534,Clippers(108) @ Raptors(116),"December 31, 2021",2022-01-02T16:50:04Z
Q4,00:11.1,Foul: Offensive,Reggie Jackson,OG Anunoby,CNC,Jackson (LAC) extends his leg and creates the marginal contact with Anunoby (TOR).,22.44898% Complete    00:16.3       To       00:04.5,gameId=0022100534,Clippers(108) @ Raptors(116),"December 31, 2021",2022-01-02T16:50:04Z
