period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:58,Turnover: Traveling,Richaun Holmes,Bucks,CNC,Holmes (SAC) gathers the pass and takes fewer than three steps prior to the start of his dribble.,28.571428% Complete    02:11.1       To       01:57.0,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,01:51.3,Foul: Offensive,Jrue Holiday,Harrison Barnes,CNC,Holiday (MIL) establishes himself in a screening position in the path of Barnes (SAC).  The contact during the pick is marginal.,24.489796% Complete    01:57.0       To       01:44.2,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,01:29.4,Foul: Shooting,Jrue Holiday,Tyrese Haliburton,CC,Holiday (MIL) makes contact with Haliburton's (SAC) arm that affects his driving shot attempt.,30.612246% Complete    01:44.2       To       01:29.0,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,01:11.1,Foul: Defense 3 Second,Harrison Barnes,Bucks,CNC,Barnes (SAC) is in the paint for less than three seconds when the shot is imminent.,38.77551% Complete    01:29.0       To       01:09.5,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:57.6,Foul: Shooting,Pat Connaughton,Harrison Barnes,CNC,Connaughton (MIL) maintains a legal guarding position during Barnes' (SAC) driving shot attempt.,26.530613% Complete    01:09.5       To       00:56.4,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:48.0,Foul: Shooting,Terence Davis,Jrue Holiday,CNC,Davis (SAC) makes incidental contact to Holiday's (MIL) body following the play at the basket.,16.32653% Complete    00:56.4       To       00:47.6,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:39.6,Foul: Shooting,Bobby Portis,Tyrese Haliburton,CNC,"Portis (MIL) gives Haliburton (SAC) room to land following the jump shot attempt. The foot to foot contact that occurs is marginal. Any ""high-five"" contact after the release is considered incidental.",20.408163% Complete    00:47.6       To       00:36.9,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:34.6,Stoppage: Out-of-Bounds,Terence Davis,Jrue Holiday,CC,Davis (SAC) is the last to touch the ball before it goes out of bounds. Possession is correctly awarded to MIL.,20.408163% Complete    00:36.9       To       00:26.7,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:34.6,Foul: Offensive,Khris Middleton,Harrison Barnes,INC,Middleton (MIL) makes contact with Barnes (SAC) during the inbound that affects his ability to defend the pass.,20.408163% Complete    00:36.9       To       00:26.7,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:30.0,Foul: Personal,Terence Davis,Jrue Holiday,CNC,Davis (SAC) attempts to commit a take foul on Holiday (MIL) but makes marginal contact.,20.408163% Complete    00:36.9       To       00:26.7,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:26.7,Foul: Personal,Terence Davis,Donte DiVincenzo,CC,Davis (SAC) commits a take foul on DiVincenzo (MIL).,20.408163% Complete    00:36.9       To       00:26.7,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:23.5,Foul: Personal,Harrison Barnes,Khris Middleton,CC,Barnes (SAC) commits a take foul on Middleton (MIL).,6.122449% Complete    00:26.7       To       00:23.5,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:13.9,Foul: Personal,Tyrese Haliburton,Donte DiVincenzo,CC,Haliburton (SAC) commits a take foul on DiVincenzo (MIL).,6.122449% Complete    00:17.6       To       00:13.8,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:06.9,Foul: Personal,Tyrese Haliburton,Khris Middleton,CC,Haliburton (SAC) commits a take foul on Middleton (MIL).,4.0816326% Complete    00:09.0       To       00:06.9,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
Q4,00:06.9,Foul: Personal,Khris Middleton,Richaun Holmes,CNC,Middleton (MIL) makes marginal contact with Holmes (SAC) off ball that does not affect his ability to get to the pass.,6.122449% Complete    00:06.9       To       00:03.3,gameId=0022100696%0d,Kings(127) @ Bucks(133),"January 22, 2022",2022-01-24T12:57:08Z
