date,weekday,month,day,year,season,away,home,oppoenent,time_est,networks,network_1,network_2,network_3,date_old,preseason
1/11/2013,Fri,1,11,2013,2013,DET ,MIL,Detroit @ Milwaukee,8:30 PM,NBALP,NBALP,,,Fri Jan 11,0
1/11/2013,Fri,1,11,2013,2013,CLE ,DEN,Cleveland @ Denver,9:00 PM,NBALP,NBALP,,,Fri Jan 11,0
1/11/2013,Fri,1,11,2013,2013,OKC ,LAL,Oklahoma City @ L.A. Lakers,10:30 PM,ESPN SNET1,ESPN,SNET1,,Fri Jan 11,0
1/11/2013,Fri,1,11,2013,2013,POR ,GSW,Portland @ Golden State,10:30 PM,NBALP,NBALP,,,Fri Jan 11,0
1/12/2013,Sat,1,12,2013,2013,ORL ,LAC,Orlando @ L.A. Clippers,3:30 PM,NBALP NBAC,NBALP,NBAC,,Sat Jan 12,0
1/12/2013,Sat,1,12,2013,2013,ATL ,WAS,Atlanta @ Washington,7:00 PM,NBALP,NBALP,,,Sat Jan 12,0
1/12/2013,Sat,1,12,2013,2013,CHA ,IND,Charlotte @ Indiana,7:00 PM,NBALP,NBALP,,,Sat Jan 12,0
1/12/2013,Sat,1,12,2013,2013,HOU ,PHI,Houston @ Philadelphia,7:30 PM,NBALP,NBALP,,,Sat Jan 12,0
1/12/2013,Sat,1,12,2013,2013,UTA ,DET,Utah @ Detroit,7:30 PM,NBALP,NBALP,,,Sat Jan 12,0
1/12/2013,Sat,1,12,2013,2013,PHO ,CHI,Phoenix @ Chicago,8:00 PM,NBALP,NBALP,,,Sat Jan 12,0
1/12/2013,Sat,1,12,2013,2013,MEM ,DAL,Memphis @ Dallas,9:00 PM,NBALP,NBALP,,,Sat Jan 12,0
1/12/2013,Sat,1,12,2013,2013,MIA ,SAC,Miami @ Sacramento,10:00 PM,NBALP,NBALP,,,Sat Jan 12,0
1/13/2013,Sun,1,13,2013,2013,NOP ,NYK,New Orleans @ New York,12:00 PM,NBALP,NBALP,,,Sun Jan 13,0
1/13/2013,Sun,1,13,2013,2013,MIL ,TOR,Milwaukee @ Toronto,1:00 PM,NBALP TSN,NBALP,TSN,,Sun Jan 13,0
1/13/2013,Sun,1,13,2013,2013,IND ,BRK,Indiana @ Brooklyn,6:00 PM,NBALP,NBALP,,,Sun Jan 13,0
1/13/2013,Sun,1,13,2013,2013,MIN ,SAS,Minnesota @ San Antonio,7:00 PM,NBALP,NBALP,,,Sun Jan 13,0
1/13/2013,Sun,1,13,2013,2013,GSW ,DEN,Golden State @ Denver,8:00 PM,NBALP,NBALP,,,Sun Jan 13,0
1/13/2013,Sun,1,13,2013,2013,OKC ,POR,Oklahoma City @ Portland,9:00 PM,NBATV NBAC,NBATV,NBAC,,Sun Jan 13,0
1/13/2013,Sun,1,13,2013,2013,CLE ,LAL,Cleveland @ L.A. Lakers,9:30 PM,NBALP SCORE,NBALP,SCORE,,Sun Jan 13,0
1/14/2013,Mon,1,14,2013,2013,ORL ,WAS,Orlando @ Washington,7:00 PM,NBALP,NBALP,,,Mon Jan 14,0
1/14/2013,Mon,1,14,2013,2013,CHA ,BOS,Charlotte @ Boston,7:30 PM,NBALP,NBALP,,,Mon Jan 14,0
1/14/2013,Mon,1,14,2013,2013,ATL ,CHI,Atlanta @ Chicago,8:00 PM,NBATV NBAC,NBATV,NBAC,,Mon Jan 14,0
1/14/2013,Mon,1,14,2013,2013,LAC ,MEM,L.A. Clippers @ Memphis,8:00 PM,NBALP,NBALP,,,Mon Jan 14,0
1/14/2013,Mon,1,14,2013,2013,MIN ,DAL,Minnesota @ Dallas,8:30 PM,NBALP,NBALP,,,Mon Jan 14,0
1/14/2013,Mon,1,14,2013,2013,MIA ,UTA,Miami @ Utah,9:00 PM,NBALP,NBALP,,,Mon Jan 14,0
1/14/2013,Mon,1,14,2013,2013,OKC ,PHO,Oklahoma City @ Phoenix,9:00 PM,NBALP,NBALP,,,Mon Jan 14,0
1/14/2013,Mon,1,14,2013,2013,CLE ,SAC,Cleveland @ Sacramento,10:00 PM,NBALP,NBALP,,,Mon Jan 14,0
1/15/2013,Tue,1,15,2013,2013,NOP ,PHI,New Orleans @ Philadelphia,7:00 PM,NBALP,NBALP,,,Tue Jan 15,0
1/15/2013,Tue,1,15,2013,2013,IND ,CHA,Indiana @ Charlotte,7:00 PM,NBALP,NBALP,,,Tue Jan 15,0
1/15/2013,Tue,1,15,2013,2013,TOR ,BRK,Toronto @ Brooklyn,7:30 PM,NBALP SNET1,NBALP,SNET1,,Tue Jan 15,0
1/15/2013,Tue,1,15,2013,2013,LAC ,HOU,L.A. Clippers @ Houston,8:00 PM,NBALP,NBALP,,,Tue Jan 15,0
1/15/2013,Tue,1,15,2013,2013,POR ,DEN,Portland @ Denver,9:00 PM,NBALP,NBALP,,,Tue Jan 15,0
1/15/2013,Tue,1,15,2013,2013,MIL ,LAL,Milwaukee @ L.A. Lakers,10:30 PM,NBALP SNET1,NBALP,SNET1,,Tue Jan 15,0
1/16/2013,Wed,1,16,2013,2013,CHI ,TOR,Chicago @ Toronto,7:00 PM,NBALP SNET,NBALP,SNET,,Wed Jan 16,0
1/16/2013,Wed,1,16,2013,2013,IND ,ORL,Indiana @ Orlando,7:00 PM,NBALP,NBALP,,,Wed Jan 16,0
1/16/2013,Wed,1,16,2013,2013,BRK ,ATL,Brooklyn @ Atlanta,7:30 PM,NBALP,NBALP,,,Wed Jan 16,0
1/16/2013,Wed,1,16,2013,2013,NOP ,BOS,New Orleans @ Boston,8:00 PM,ESPN,ESPN,,,Wed Jan 16,0
1/16/2013,Wed,1,16,2013,2013,DEN ,OKC,Denver @ Oklahoma City,8:00 PM,NBALP,NBALP,,,Wed Jan 16,0
1/16/2013,Wed,1,16,2013,2013,HOU ,DAL,Houston @ Dallas,8:30 PM,NBALP,NBALP,,,Wed Jan 16,0
1/16/2013,Wed,1,16,2013,2013,MEM ,SAS,Memphis @ San Antonio,8:30 PM,NBALP,NBALP,,,Wed Jan 16,0
1/16/2013,Wed,1,16,2013,2013,WAS ,SAC,Washington @ Sacramento,10:00 PM,NBALP,NBALP,,,Wed Jan 16,0
1/16/2013,Wed,1,16,2013,2013,CLE ,POR,Cleveland @ Portland,10:00 PM,NBALP,NBALP,,,Wed Jan 16,0
1/16/2013,Wed,1,16,2013,2013,MIA ,GSW,Miami @ Golden State,10:30 PM,ESPN SCORE,ESPN,SCORE,,Wed Jan 16,0
1/17/2013,Thu,1,17,2013,2013,NYK ,DET,New York @ Detroit,TBD,NBATV NBAC,NBATV,NBAC,,Thu Jan 17,0
1/17/2013,Thu,1,17,2013,2013,LAC ,MIN,L.A. Clippers @ Minnesota,8:00 PM,TNT TSN2,TNT,TSN2,,Thu Jan 17,0
1/17/2013,Thu,1,17,2013,2013,MIL ,PHO,Milwaukee @ Phoenix,9:00 PM,NBALP,NBALP,,,Thu Jan 17,0
1/17/2013,Thu,1,17,2013,2013,MIA ,LAL,Miami @ L.A. Lakers,10:30 PM,TNT TSN2,TNT,TSN2,,Thu Jan 17,0
1/18/2013,Fri,1,18,2013,2013,CHI ,BOS,Chicago @ Boston,7:00 PM,ESPN NBAC,ESPN,NBAC,,Fri Jan 18,0
1/18/2013,Fri,1,18,2013,2013,TOR ,PHI,Toronto @ Philadelphia,7:00 PM,NBALP TSN2,NBALP,TSN2,,Fri Jan 18,0
1/18/2013,Fri,1,18,2013,2013,CHA ,ORL,Charlotte @ Orlando,7:00 PM,NBALP,NBALP,,,Fri Jan 18,0
1/18/2013,Fri,1,18,2013,2013,HOU ,IND,Houston @ Indiana,7:00 PM,NBALP,NBALP,,,Fri Jan 18,0
1/18/2013,Fri,1,18,2013,2013,ATL ,BRK,Atlanta @ Brooklyn,7:30 PM,NBALP,NBALP,,,Fri Jan 18,0
1/18/2013,Fri,1,18,2013,2013,SAC ,MEM,Sacramento @ Memphis,8:00 PM,NBALP,NBALP,,,Fri Jan 18,0
1/18/2013,Fri,1,18,2013,2013,GSW ,SAS,Golden State @ San Antonio,8:30 PM,NBALP,NBALP,,,Fri Jan 18,0
1/18/2013,Fri,1,18,2013,2013,WAS ,DEN,Washington @ Denver,9:00 PM,NBALP,NBALP,,,Fri Jan 18,0
1/18/2013,Fri,1,18,2013,2013,OKC ,DAL,Oklahoma City @ Dallas,9:30 PM,ESPN NBAC,ESPN,NBAC,,Fri Jan 18,0
1/19/2013,Sat,1,19,2013,2013,SAC ,CHA,Sacramento @ Charlotte,7:00 PM,NBALP,NBALP,,,Sat Jan 19,0
1/19/2013,Sat,1,19,2013,2013,SAS ,ATL,San Antonio @ Atlanta,7:00 PM,NBALP,NBALP,,,Sat Jan 19,0
1/19/2013,Sat,1,19,2013,2013,MEM ,CHI,Memphis @ Chicago,8:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Jan 19,0
1/19/2013,Sat,1,19,2013,2013,GSW ,NOP,Golden State @ New Orleans,8:00 PM,NBALP,NBALP,,,Sat Jan 19,0
1/19/2013,Sat,1,19,2013,2013,HOU ,MIN,Houston @ Minnesota,8:00 PM,NBALP,NBALP,,,Sat Jan 19,0
1/19/2013,Sat,1,19,2013,2013,CLE ,UTA,Cleveland @ Utah,9:00 PM,NBALP,NBALP,,,Sat Jan 19,0
1/19/2013,Sat,1,19,2013,2013,MIL ,POR,Milwaukee @ Portland,10:00 PM,NBALP,NBALP,,,Sat Jan 19,0
1/19/2013,Sat,1,19,2013,2013,WAS ,LAC,Washington @ L.A. Clippers,10:30 PM,NBALP,NBALP,,,Sat Jan 19,0
1/20/2013,Sun,1,20,2013,2013,LAL ,TOR,L.A. Lakers @ Toronto,1:00 PM,NBALP TSN2,NBALP,TSN2,,Sun Jan 20,0
1/20/2013,Sun,1,20,2013,2013,DAL ,ORL,Dallas @ Orlando,6:00 PM,NBALP,NBALP,,,Sun Jan 20,0
1/20/2013,Sun,1,20,2013,2013,BOS ,DET,Boston @ Detroit,7:30 PM,NBALP,NBALP,,,Sun Jan 20,0
1/20/2013,Sun,1,20,2013,2013,OKC ,DEN,Oklahoma City @ Denver,8:00 PM,NBALP SNET1,NBALP,SNET1,,Sun Jan 20,0
1/21/2013,Mon,1,21,2013,2013,IND ,MEM,Indiana @ Memphis,1:00 PM,ESPN NBAC,ESPN,NBAC,,Mon Jan 21,0
1/21/2013,Mon,1,21,2013,2013,SAC ,NOP,Sacramento @ New Orleans,1:00 PM,NBALP,NBALP,,,Mon Jan 21,0
1/21/2013,Mon,1,21,2013,2013,HOU ,CHA,Houston @ Charlotte,2:00 PM,NBALP,NBALP,,,Mon Jan 21,0
1/21/2013,Mon,1,21,2013,2013,MIN ,ATL,Minnesota @ Atlanta,2:00 PM,NBALP,NBALP,,,Mon Jan 21,0
1/21/2013,Mon,1,21,2013,2013,BRK ,NYK,Brooklyn @ New York,3:30 PM,NBATV NBAC,NBATV,NBAC,,Mon Jan 21,0
1/21/2013,Mon,1,21,2013,2013,LAC ,GSW,L.A. Clippers @ Golden State,4:00 PM,NBALP,NBALP,,,Mon Jan 21,0
1/21/2013,Mon,1,21,2013,2013,SAS ,PHI,San Antonio @ Philadelphia,7:00 PM,TNT NBAC,TNT,NBAC,,Mon Jan 21,0
1/21/2013,Mon,1,21,2013,2013,LAL ,CHI,L.A. Lakers @ Chicago,9:30 PM,TNT SNET1,TNT,SNET1,,Mon Jan 21,0
1/21/2013,Mon,1,21,2013,2013,WAS ,POR,Washington @ Portland,10:00 PM,NBALP,NBALP,,,Mon Jan 21,0
1/22/2013,Tue,1,22,2013,2013,BOS ,CLE,Boston @ Cleveland,7:00 PM,NBALP SNET1,NBALP,SNET1,,Tue Jan 22,0
1/22/2013,Tue,1,22,2013,2013,ORL ,DET,Orlando @ Detroit,7:30 PM,NBALP,NBALP,,,Tue Jan 22,0
1/22/2013,Tue,1,22,2013,2013,PHI ,MIL,Philadelphia @ Milwaukee,8:00 PM,NBALP,NBALP,,,Tue Jan 22,0
1/22/2013,Tue,1,22,2013,2013,OKC ,LAC,Oklahoma City @ L.A. Clippers,10:30 PM,NBALP SNET1,NBALP,SNET1,,Tue Jan 22,0
1/23/2013,Wed,1,23,2013,2013,ATL ,CHA,Atlanta @ Charlotte,7:00 PM,NBALP,NBALP,,,Wed Jan 23,0
1/23/2013,Wed,1,23,2013,2013,TOR ,MIA,Toronto @ Miami,7:30 PM,NBALP TSN2,NBALP,TSN2,,Wed Jan 23,0
1/23/2013,Wed,1,23,2013,2013,DET ,CHI,Detroit @ Chicago,8:00 PM,NBALP,NBALP,,,Wed Jan 23,0
1/23/2013,Wed,1,23,2013,2013,LAL ,MEM,L.A. Lakers @ Memphis,8:00 PM,NBALP,NBALP,,,Wed Jan 23,0
1/23/2013,Wed,1,23,2013,2013,DEN ,HOU,Denver @ Houston,8:00 PM,NBATV NBAC,NBATV,NBAC,,Wed Jan 23,0
1/23/2013,Wed,1,23,2013,2013,BRK ,MIN,Brooklyn @ Minnesota,8:00 PM,NBALP,NBALP,,,Wed Jan 23,0
1/23/2013,Wed,1,23,2013,2013,NOP ,SAS,New Orleans @ San Antonio,8:30 PM,NBALP,NBALP,,,Wed Jan 23,0
1/23/2013,Wed,1,23,2013,2013,WAS ,UTA,Washington @ Utah,9:00 PM,NBALP,NBALP,,,Wed Jan 23,0
1/23/2013,Wed,1,23,2013,2013,PHO ,SAC,Phoenix @ Sacramento,10:00 PM,NBALP,NBALP,,,Wed Jan 23,0
1/23/2013,Wed,1,23,2013,2013,IND ,POR,Indiana @ Portland,10:00 PM,NBALP,NBALP,,,Wed Jan 23,0
1/23/2013,Wed,1,23,2013,2013,OKC ,GSW,Oklahoma City @ Golden State,10:30 PM,NBATV NBAC,NBATV,NBAC,,Wed Jan 23,0
1/24/2013,Thu,1,24,2013,2013,TOR ,ORL,Toronto @ Orlando,7:00 PM,NBALP TSN,NBALP,TSN,,Thu Jan 24,0
1/24/2013,Thu,1,24,2013,2013,NYK ,BOS,New York @ Boston,8:00 PM,TNT TSN2,TNT,TSN2,,Thu Jan 24,0
1/24/2013,Thu,1,24,2013,2013,LAC ,PHO,L.A. Clippers @ Phoenix,10:30 PM,TNT TSN2,TNT,TSN2,,Thu Jan 24,0
1/25/2013,Fri,1,25,2013,2013,MIN ,WAS,Minnesota @ Washington,7:00 PM,NBALP,NBALP,,,Fri Jan 25,0
1/25/2013,Fri,1,25,2013,2013,BOS ,ATL,Boston @ Atlanta,7:30 PM,NBALP SNET1,NBALP,SNET1,,Fri Jan 25,0
1/25/2013,Fri,1,25,2013,2013,DET ,MIA,Detroit @ Miami,7:30 PM,NBALP,NBALP,,,Fri Jan 25,0
1/25/2013,Fri,1,25,2013,2013,MIL ,CLE,Milwaukee @ Cleveland,7:30 PM,NBALP,NBALP,,,Fri Jan 25,0
1/25/2013,Fri,1,25,2013,2013,GSW ,CHI,Golden State @ Chicago,8:00 PM,NBALP,NBALP,,,Fri Jan 25,0
1/25/2013,Fri,1,25,2013,2013,BRK ,MEM,Brooklyn @ Memphis,8:00 PM,NBALP,NBALP,,,Fri Jan 25,0
1/25/2013,Fri,1,25,2013,2013,HOU ,NOP,Houston @ New Orleans,8:00 PM,NBALP,NBALP,,,Fri Jan 25,0
1/25/2013,Fri,1,25,2013,2013,SAS ,DAL,San Antonio @ Dallas,8:00 PM,ESPN NBAC,ESPN,NBAC,,Fri Jan 25,0
1/25/2013,Fri,1,25,2013,2013,OKC ,SAC,Oklahoma City @ Sacramento,10:00 PM,NBALP,NBALP,,,Fri Jan 25,0
1/25/2013,Fri,1,25,2013,2013,UTA ,LAL,Utah @ L.A. Lakers,10:30 PM,NBALP SNET1,NBALP,SNET1,,Fri Jan 25,0
1/26/2013,Sat,1,26,2013,2013,CLE ,TOR,Cleveland @ Toronto,7:00 PM,NBALP TSN,NBALP,TSN,,Sat Jan 26,0
1/26/2013,Sat,1,26,2013,2013,NYK ,PHI,New York @ Philadelphia,7:00 PM,NBALP,NBALP,,,Sat Jan 26,0
1/26/2013,Sat,1,26,2013,2013,CHI ,WAS,Chicago @ Washington,7:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Jan 26,0
1/26/2013,Sat,1,26,2013,2013,MIN ,CHA,Minnesota @ Charlotte,7:30 PM,NBALP,NBALP,,,Sat Jan 26,0
1/26/2013,Sat,1,26,2013,2013,BRK ,HOU,Brooklyn @ Houston,8:00 PM,NBALP,NBALP,,,Sat Jan 26,0
1/26/2013,Sat,1,26,2013,2013,GSW ,MIL,Golden State @ Milwaukee,8:30 PM,NBALP,NBALP,,,Sat Jan 26,0
1/26/2013,Sat,1,26,2013,2013,PHO ,SAS,Phoenix @ San Antonio,8:30 PM,NBALP,NBALP,,,Sat Jan 26,0
1/26/2013,Sat,1,26,2013,2013,SAC ,DEN,Sacramento @ Denver,9:00 PM,NBALP,NBALP,,,Sat Jan 26,0
1/26/2013,Sat,1,26,2013,2013,IND ,UTA,Indiana @ Utah,9:30 PM,NBATV NBAC,NBATV,NBAC,,Sat Jan 26,0
1/26/2013,Sat,1,26,2013,2013,LAC ,POR,L.A. Clippers @ Portland,10:00 PM,NBALP,NBALP,,,Sat Jan 26,0
1/27/2013,Sun,1,27,2013,2013,MIA ,BOS,Miami @ Boston,1:00 PM,ABC TSN,ABC,TSN,,Sun Jan 27,0
1/27/2013,Sun,1,27,2013,2013,OKC ,LAL,Oklahoma City @ L.A. Lakers,3:30 PM,ABC TSN,ABC,TSN,,Sun Jan 27,0
1/27/2013,Sun,1,27,2013,2013,DET ,ORL,Detroit @ Orlando,6:00 PM,NBALP,NBALP,,,Sun Jan 27,0
1/27/2013,Sun,1,27,2013,2013,NOP ,MEM,New Orleans @ Memphis,6:00 PM,NBALP,NBALP,,,Sun Jan 27,0
1/27/2013,Sun,1,27,2013,2013,ATL ,NYK,Atlanta @ New York,6:30 PM,ESPN NBAC,ESPN,NBAC,,Sun Jan 27,0
1/27/2013,Sun,1,27,2013,2013,PHO ,DAL,Phoenix @ Dallas,7:30 PM,NBALP,NBALP,,,Sun Jan 27,0
1/27/2013,Sun,1,27,2013,2013,POR ,LAC,Portland @ L.A. Clippers,9:30 PM,NBALP,NBALP,,,Sun Jan 27,0
1/28/2013,Mon,1,28,2013,2013,GSW ,TOR,Golden State @ Toronto,7:00 PM,NBALP TSN,NBALP,TSN,,Mon Jan 28,0
1/28/2013,Mon,1,28,2013,2013,MEM ,PHI,Memphis @ Philadelphia,7:00 PM,NBALP,NBALP,,,Mon Jan 28,0
1/28/2013,Mon,1,28,2013,2013,SAC ,WAS,Sacramento @ Washington,7:00 PM,NBALP,NBALP,,,Mon Jan 28,0
1/28/2013,Mon,1,28,2013,2013,ORL ,BRK,Orlando @ Brooklyn,7:30 PM,NBATV,NBATV,,,Mon Jan 28,0
1/28/2013,Mon,1,28,2013,2013,CHA ,CHI,Charlotte @ Chicago,8:00 PM,NBALP,NBALP,,,Mon Jan 28,0
1/28/2013,Mon,1,28,2013,2013,IND ,DEN,Indiana @ Denver,9:00 PM,NBALP,NBALP,,,Mon Jan 28,0
1/28/2013,Mon,1,28,2013,2013,HOU ,UTA,Houston @ Utah,9:00 PM,NBALP,NBALP,,,Mon Jan 28,0
1/29/2013,Tue,1,29,2013,2013,GSW ,CLE,Golden State @ Cleveland,7:00 PM,NBALP,NBALP,,,Tue Jan 29,0
1/29/2013,Tue,1,29,2013,2013,MIL ,DET,Milwaukee @ Detroit,7:30 PM,NBALP,NBALP,,,Tue Jan 29,0
1/29/2013,Tue,1,29,2013,2013,DAL ,POR,Dallas @ Portland,10:00 PM,NBALP,NBALP,,,Tue Jan 29,0
1/29/2013,Tue,1,29,2013,2013,NOP ,LAL,New Orleans @ L.A. Lakers,10:30 PM,NBALP SCORE,NBALP,SCORE,,Tue Jan 29,0
1/30/2013,Wed,1,30,2013,2013,WAS ,PHI,Washington @ Philadelphia,7:00 PM,NBALP,NBALP,,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,DET ,IND,Detroit @ Indiana,7:00 PM,NBALP,NBALP,,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,SAC ,BOS,Sacramento @ Boston,7:30 PM,NBALP,NBALP,,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,ORL ,NYK,Orlando @ New York,7:30 PM,NBALP,NBALP,,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,TOR ,ATL,Toronto @ Atlanta,7:30 PM,NBALP TSN2,NBALP,TSN2,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,MIA ,BRK,Miami @ Brooklyn,8:00 PM,ESPN,ESPN,,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,CHI ,MIL,Chicago @ Milwaukee,8:00 PM,NBALP,NBALP,,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,LAC ,MIN,L.A. Clippers @ Minnesota,8:00 PM,NBALP,NBALP,,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,CHA ,SAS,Charlotte @ San Antonio,8:30 PM,NBALP,NBALP,,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,HOU ,DEN,Houston @ Denver,9:00 PM,NBALP,NBALP,,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,NOP ,UTA,New Orleans @ Utah,9:00 PM,NBALP,NBALP,,,Wed Jan 30,0
1/30/2013,Wed,1,30,2013,2013,LAL ,PHO,L.A. Lakers @ Phoenix,10:30 PM,ESPN SNET1,ESPN,SNET1,,Wed Jan 30,0
1/31/2013,Thu,1,31,2013,2013,MEM ,OKC,Memphis @ Oklahoma City,8:00 PM,TNT TSN2,TNT,TSN2,,Thu Jan 31,0
1/31/2013,Thu,1,31,2013,2013,DAL ,GSW,Dallas @ Golden State,10:30 PM,TNT TSN2,TNT,TSN2,,Thu Jan 31,0
2/1/2013,Fri,2,1,2013,2013,LAC ,TOR,L.A. Clippers @ Toronto,7:00 PM,NBALP TSN,NBALP,TSN,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,MIA ,IND,Miami @ Indiana,7:00 PM,ESPN,ESPN,,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,ORL ,BOS,Orlando @ Boston,7:30 PM,NBALP,NBALP,,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,CHI ,BRK,Chicago @ Brooklyn,7:30 PM,NBALP,NBALP,,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,MIL ,NYK,Milwaukee @ New York,7:30 PM,NBALP,NBALP,,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,SAC ,PHI,Sacramento @ Philadelphia,7:30 PM,NBALP,NBALP,,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,CLE ,DET,Cleveland @ Detroit,7:30 PM,NBALP,NBALP,,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,WAS ,MEM,Washington @ Memphis,8:00 PM,NBALP,NBALP,,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,NOP ,DEN,New Orleans @ Denver,9:00 PM,NBALP,NBALP,,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,POR ,UTA,Portland @ Utah,9:00 PM,NBALP,NBALP,,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,DAL ,PHO,Dallas @ Phoenix,9:00 PM,NBALP,NBALP,,,Fri Feb 1,0
2/1/2013,Fri,2,1,2013,2013,LAL ,MIN,L.A. Lakers @ Minnesota,9:30 PM,ESPN NBAC,ESPN,NBAC,,Fri Feb 1,0
2/2/2013,Sat,2,2,2013,2013,CHI ,ATL,Chicago @ Atlanta,7:00 PM,NBALP,NBALP,,,Sat Feb 2,0
2/2/2013,Sat,2,2,2013,2013,SAC ,NYK,Sacramento @ New York,7:30 PM,NBALP,NBALP,,,Sat Feb 2,0
2/2/2013,Sat,2,2,2013,2013,OKC ,CLE,Oklahoma City @ Cleveland,7:30 PM,NBALP,NBALP,,,Sat Feb 2,0
2/2/2013,Sat,2,2,2013,2013,CHA ,HOU,Charlotte @ Houston,8:00 PM,NBALP,NBALP,,,Sat Feb 2,0
2/2/2013,Sat,2,2,2013,2013,NOP ,MIN,New Orleans @ Minnesota,8:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Feb 2,0
2/2/2013,Sat,2,2,2013,2013,ORL ,MIL,Orlando @ Milwaukee,8:30 PM,NBALP,NBALP,,,Sat Feb 2,0
2/2/2013,Sat,2,2,2013,2013,WAS ,SAS,Washington @ San Antonio,8:30 PM,NBALP,NBALP,,,Sat Feb 2,0
2/2/2013,Sat,2,2,2013,2013,UTA ,POR,Utah @ Portland,10:00 PM,NBALP,NBALP,,,Sat Feb 2,0
2/2/2013,Sat,2,2,2013,2013,PHO ,GSW,Phoenix @ Golden State,10:30 PM,NBALP,NBALP,,,Sat Feb 2,0
2/3/2013,Sun,2,3,2013,2013,LAC ,BOS,L.A. Clippers @ Boston,1:00 PM,NBATV,NBATV,,,Sun Feb 3,0
2/3/2013,Sun,2,3,2013,2013,LAL ,DET,L.A. Lakers @ Detroit,1:00 PM,NBALP,NBALP,,,Sun Feb 3,0
2/3/2013,Sun,2,3,2013,2013,MIA ,TOR,Miami @ Toronto,2:00 PM,NBALP TSN,NBALP,TSN,,Sun Feb 3,0
2/4/2013,Mon,2,4,2013,2013,ORL ,PHI,Orlando @ Philadelphia,7:00 PM,NBALP,NBALP,,,Mon Feb 4,0
2/4/2013,Mon,2,4,2013,2013,LAC ,WAS,L.A. Clippers @ Washington,7:00 PM,NBALP,NBALP,,,Mon Feb 4,0
2/4/2013,Mon,2,4,2013,2013,DET ,NYK,Detroit @ New York,7:30 PM,NBALP,NBALP,,,Mon Feb 4,0
2/4/2013,Mon,2,4,2013,2013,CHA ,MIA,Charlotte @ Miami,7:30 PM,NBALP,NBALP,,,Mon Feb 4,0
2/4/2013,Mon,2,4,2013,2013,DAL ,OKC,Dallas @ Oklahoma City,8:00 PM,NBATV NBAC,NBATV,NBAC,,Mon Feb 4,0
2/4/2013,Mon,2,4,2013,2013,POR ,MIN,Portland @ Minnesota,8:00 PM,NBALP,NBALP,,,Mon Feb 4,0
2/4/2013,Mon,2,4,2013,2013,SAC ,UTA,Sacramento @ Utah,9:00 PM,NBALP,NBALP,,,Mon Feb 4,0
2/5/2013,Tue,2,5,2013,2013,ATL ,IND,Atlanta @ Indiana,7:00 PM,NBALP,NBALP,,,Tue Feb 5,0
2/5/2013,Tue,2,5,2013,2013,LAL ,BRK,L.A. Lakers @ Brooklyn,7:30 PM,NBALP SNET1,NBALP,SNET1,,Tue Feb 5,0
2/5/2013,Tue,2,5,2013,2013,PHO ,MEM,Phoenix @ Memphis,8:00 PM,NBALP,NBALP,,,Tue Feb 5,0
2/5/2013,Tue,2,5,2013,2013,GSW ,HOU,Golden State @ Houston,8:00 PM,NBALP,NBALP,,,Tue Feb 5,0
2/5/2013,Tue,2,5,2013,2013,MIL ,DEN,Milwaukee @ Denver,9:00 PM,NBALP,NBALP,,,Tue Feb 5,0
2/6/2013,Wed,2,6,2013,2013,BOS ,TOR,Boston @ Toronto,7:00 PM,NBALP SNET,NBALP,SNET,,Wed Feb 6,0
2/6/2013,Wed,2,6,2013,2013,IND ,PHI,Indiana @ Philadelphia,7:00 PM,NBALP,NBALP,,,Wed Feb 6,0
2/6/2013,Wed,2,6,2013,2013,NYK ,WAS,New York @ Washington,7:00 PM,NBALP,NBALP,,,Wed Feb 6,0
2/6/2013,Wed,2,6,2013,2013,LAC ,ORL,L.A. Clippers @ Orlando,7:00 PM,NBALP,NBALP,,,Wed Feb 6,0
2/6/2013,Wed,2,6,2013,2013,CHA ,CLE,Charlotte @ Cleveland,7:00 PM,NBALP,NBALP,,,Wed Feb 6,0
