period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:56.6,Foul: Defense 3 Second,Brook Lopez,Pistons,INC,Lopez (MIL) is in the paint for longer than three seconds without imminently actively guarding an opponent.,02:11.4       To       01:38.5,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,01:47.7,Stoppage: Out-of-Bounds,Jae Crowder,Jalen Duren,CC,Crowder (MIL) is the last player to touch the ball before it goes out of bounds.,02:11.4       To       01:38.5,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,01:47.7,Instant Replay: Support Ruling,Pistons,Bucks,CC,"After communicating with the Replay Center, it was determined that Sasser's (DET) jump shot attempt makes contact with the rim and the shot clock is reset to 14 seconds.",02:11.4       To       01:38.5,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,01:38.5,Foul: Shooting,Brook Lopez,Cade Cunningham,CC,"Lopez (MIL) jumps from point A to point B and initiates contact to Cunningham's (DET) body, which affects his shot attempt in the lane.",02:11.4       To       01:38.5,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,01:35.5,Foul: Offensive,Brook Lopez,Ausar Thompson,CNC,Lopez (MIL) establishes himself in Thompson's (DET) path and is firming up when contact occurs.,01:38.5       To       01:32.4,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,01:33.4,Foul: Shooting,Jalen Duren,Damian Lillard,CNC,Duren (DET) moves alongside Lillard's (MIL) path and marginal body contact occurs contesting his driving shot attempt.,01:38.5       To       01:32.4,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,01:20.8,Foul: Offensive,Jalen Duren,Damian Lillard,CC,Duren (DET) extends a hand into Lillard (MIL) during the pick and initiates contact that displaces him from his defensive position.,01:32.4       To       01:20.8,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,01:14,Foul: Personal,Jalen Duren,Damian Lillard,CNC,Duren (DET) is moving alongside Lillard's (MIL) path and marginal body contact occurs as the two come together during Lillard's drive.,01:20.8       To       01:09.9,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,01:09.9,Foul: Loose Ball,Brook Lopez,Isaiah Stewart,CNC,Lopez (MIL) briefly grabs Stewart's (DET) arm as the two players engage and Lopez falls to the floor on his own after releasing.,01:20.8       To       01:09.9,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,01:06,Foul: Personal,Damian Lillard,Cade Cunningham,CNC,Lillard (MIL) is moving alongside Cunningham's (DET) path and lightly brushes Cunningham's lower body as he gathers the ball at the of his drive.,01:09.9       To       00:56.7,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:59.0,Foul: Loose Ball,Jae Crowder,Isaiah Stewart,CNC,Crowder (MIL) and Stewart (DET) engage and disengage with one another as they come together in pursuit of the loose ball.,01:09.9       To       00:56.7,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:58.5,Foul: Shooting,Brook Lopez,Isaiah Stewart,CNC,"Lopez (MIL) places a hand on Stewart's (DET) shoulder during his layup attempt, but the contact is marginal.",01:09.9       To       00:56.7,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:56.7,Foul: Loose Ball,Jalen Duren,Brook Lopez,INC,Duren (DET) extends an arm into Lopez's (MIL) head as he is returning to the floor during the loose ball situation.,01:09.9       To       00:56.7,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:54.6,Foul: Personal,Ausar Thompson,Jae Crowder,CNC,Thompson (DET) reaches in and makes contact with the ball and Crowder (MIL) trips and falls over his own teammate.,00:56.7       To       00:42.1,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:49,Foul: Personal,Marcus Sasser,Damian Lillard,CNC,Sasser (DET) places his hand to Lillard's (MIL) side and marginal contact occurs during Lillard's  drive to the basket.,00:56.7       To       00:42.1,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:37.9,Foul: Offensive,Cameron Payne,Marcus Sasser,CNC,Payne (MIL) establishes himself in Sasser's (DET) path and absorbs the contact.,00:39.7       To       00:19.9,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:22.8,Foul: Offensive,Brook Lopez,Ausar Thompson,CNC,Lopez (MIL) establishes himself in Thompson's (DET) path and marginal contact occurs to his side as Thompson defends over the pick.,00:39.7       To       00:19.9,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:11.8,Foul: Shooting,Brook Lopez,Cade Cunningham,CNC,Lopez (MIL) cleanly blocks Cunningham's (DET) driving shot attempt before incidental contact occurs.,00:19.9       To       00:09.8,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:09.5,Foul: Personal,Isaiah Stewart,Malik Beasley,CNC,"Stewart (DET) lightly brushes Beasley's (MIL) head as the steal occurs.  Contact to an opponent's head/face can be deemed marginal when the result of a natural basketball move, provided the contact is not disproportionate or uncontrolled.",00:09.8       To       00:03.8,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:03.8,Foul: Personal,Ausar Thompson,Jae Crowder,CC,Thompson (DET) commits a take foul on Crowder (MIL).,00:09.8       To       00:03.8,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:03.8,Foul: Personal,Jae Crowder,Cade Cunningham,CNC,Crowder (MIL) deflects the entry pass to Cunningham (DET) prior to incidental body contact occurring.,00:03.8       To       00:00.0,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:03.8,Foul: Offensive,Cade Cunningham,Cameron Payne,CNC,Cunningham (DET) establishes himself in Payne's (MIL) path and marginal contact occurs to Payne's side as they disengage.,00:03.8       To       00:00.0,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
Q4,00:03.8,Foul: Offensive,Jalen Duren,Malik Beasley,CNC,Duren (DET) establishes himself in Beasley's (MIL) path and is firming up when marginal contact occurs during the screen.,00:03.8       To       00:00.0,gameId=0022300165,Pistons(118) @ Bucks(120),"November 08, 2023",2023-11-10T19:44:46Z
