period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:54.1,Foul: Offensive,Nikola Jokic,Mikal Bridges,CNC,Jokic (DEN) brushes Bridges' (PHX) arm as the pick concludes.,26.5306129% Complete    02:00.7       To       01:47.0,gameId=0022000238,Nuggets(130) @ Suns(126),"January 22, 2021",2021-03-29T00:29:11Z
Q4,01:49.3,Foul: Offensive,Nikola Jokic,Mikal Bridges,CNC,Jokic (DEN) slightly turns as he establishes himself in a picking position in Bridges' (PHX) path and does not deliver any contact.,26.5306129% Complete    02:00.7       To       01:47.0,gameId=0022000238,Nuggets(130) @ Suns(126),"January 22, 2021",2021-03-29T00:29:11Z
Q4,01:47.8,Foul: Shooting,Deandre Ayton,Jamal Murray,CNC,Ayton (PHX) momentarily places a hand on Murray (DEN) during his driving shot attempt but does not extend or deliver any contact.,26.5306129% Complete    02:00.7       To       01:47.0,gameId=0022000238,Nuggets(130) @ Suns(126),"January 22, 2021",2021-03-29T00:29:11Z
Q4,01:37.3,Foul: Offensive,Devin Booker,Nikola Jokic,CNC,Booker (DEN) makes marginal contact with Jokic (DEN) as they move off ball. The reaction is not consistent with the level of contact.,40.8163261% Complete    01:47.0       To       01:26.5,gameId=0022000238,Nuggets(130) @ Suns(126),"January 22, 2021",2021-03-29T00:29:11Z
Q4,01:31.9,Foul: Offensive,Deandre Ayton,Jamal Murray,CNC,Ayton (PHX) establishes himself in a legal picking position in Murray's (DEN) path and does not deliver any contact.,40.8163261% Complete    01:47.0       To       01:26.5,gameId=0022000238,Nuggets(130) @ Suns(126),"January 22, 2021",2021-03-29T00:29:11Z
Q4,01:29.8,Foul: Offensive,Deandre Ayton,Nikola Jokic,CNC,"Ayton (PHX) establishes post position in front of Jokic (DEN) during Paul's (PHX) drive to the basket.  Ayton does not extend into Jokic's path, deliver contact, or otherwise affect his ability to defend the driving shot attempt.",40.8163261% Complete    01:47.0       To       01:26.5,gameId=0022000238,Nuggets(130) @ Suns(126),"January 22, 2021",2021-03-29T00:29:11Z
Q4,01:28.7,Foul: Shooting,Nikola Jokic,Chris Paul,CNC,Jokic (DEN) makes marginal contact with Paul's (PHX) lower body after the release of his driving shot attempt.,40.8163261% Complete    01:47.0       To       01:26.5,gameId=0022000238,Nuggets(130) @ Suns(126),"January 22, 2021",2021-03-29T00:29:11Z
Q4,01:26.5,Foul: Loose Ball,Monte Morris,Cameron Johnson,CNC,"As both players fall to the floor, Morris (DEN) makes marginal contact with Johnson's (PHX) left arm as he maintains control of the ball with his right arm prior to the whistled held ball.",40.8163261% Complete    01:47.0       To       01:26.5,gameId=0022000238,Nuggets(130) @ Suns(126),"January 22, 2021",2021-03-29T00:29:11Z
Q4,01:21.8,Foul: Loose Ball,Deandre Ayton,Gary Harris,CNC,Ayton (PHX) makes marginal contact with Harris (DEN) as he disengages with Harris during the loose ball.,38.77551% Complete    01:26.5       To       01:07.4,gameId=0022000238,Nuggets(130) @ Suns(126),"January 22, 2021",2021-03-29T00:29:11Z
Q4,01:11.6,Foul: Shooting,Deandre Ayton,Nikola Jokic,CNC,Ayton (PHX) maintains a legal defensive position as he defends Jokic's (DEN) shot attempt.,38.77551% Complete    01:26.5       To       01:07.4,gameId=0022000238,Nuggets(130) @ Suns(126),"January 22, 2021",2021-03-29T00:29:11Z
