period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time
Q4,01:54.4,Foul: Shooting,Timothe Luwawu-Cabarrot,Trae Young,CNC,Luwawu-Cabarrot (BKN) makes marginal contact with Young (ATL) during his driving shot attempt.,14.2857141% Complete    02:00.5       To       01:53.4,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,01:37.6,Foul: Shooting,De'Andre Hunter,Kyrie Irving,CNC,Hunter (ATL) legally contests Irving's (BKN) jump shot attempt.,36.7346954% Complete    01:53.4       To       01:34.7,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,01:07.5,Foul: Loose Ball,Cam Reddish,Jarrett Allen,CNC,Reddish (ATL) and Allen (BKN) briefly engage and separate during the rebound.,38.77551% Complete    01:26.7       To       01:07.5,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,00:59.2,Foul: Offensive,John Collins,Timothe Luwawu-Cabarrot,CNC,Collins (ATL) sets the screen on Luwawu-Cabarrot (BKN) and does not deliver contact.,44.89796% Complete    01:07.5       To       00:45.0,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,00:57.0,Foul: Personal,Timothe Luwawu-Cabarrot,Trae Young,CNC,Luwawu-Cabarrot (BKN) maintains a legal guarding position on Young (ATL).,44.89796% Complete    01:07.5       To       00:45.0,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,00:45.0,Foul: Shooting,Kyrie Irving,John Collins,CC,Irving (BKN) makes contact with Collins's (ATL) arm and affects his shot attempt.,44.89796% Complete    01:07.5       To       00:45.0,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,00:27.9,Foul: Shooting,Timothe Luwawu-Cabarrot,Bogdan Bogdanovic,CNC,"Luwawu-Cabarrot (BKN) makes incidental ""high-five"" contact with Bogdanovic (ATL) after the release that does not affect his jump shot attempt.",14.2857141% Complete    00:32.2       To       00:24.8,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,00:24.8,Foul: Loose Ball,Jarrett Allen,John Collins,CNC,Allen (BKN) and Collins (ATL) briefly engage and separate during the rebound.,14.2857141% Complete    00:32.2       To       00:24.8,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,00:22.5,Foul: Personal,De'Andre Hunter,Jarrett Allen,CNC,Hunter (ATL) makes contact with the ball while defending Allen (BKN) after the rebound.,18.3673477% Complete    00:24.8       To       00:15.6,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,00:13.7,Foul: Personal,Kevin Durant,Trae Young,CNC,"Durant (BKN) makes marginal contact with Young (ATL) during the drive,",14.2857141% Complete    00:15.6       To       00:08.1,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,00:06.3,Foul: Personal,Cam Reddish,Kevin Durant,CC,Reddish (ATL) commits a take foul on Durant (BKN).,2.04081631% Complete    00:08.1       To       00:06.3,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
Q4,00:00.8,Foul: Personal,De'Andre Hunter,Kevin Durant,CC,Hunter (ATL) commits a take foul on Durant (BKN).,2.04081631% Complete    00:01.8       To       00:00.8,gameId=0022000057,Hawks(141) @ Nets(145),"December 30, 2020",2021-03-29T00:31:48Z
